system,technique,num_logs,duplicated,time_s,PR_time,IN_time,S_time,states,transitions
HDFS,PRINS-w4,7000,7,259.021,0.079,196.381,62.561,62798,85417
HDFS,PRINS-w3,7000,7,279.409,0.059,209.322,70.028,62798,85417
HDFS,PRINS-w2,7000,7,363.530,0.123,292.850,70.558,62798,85417
HDFS,PRINS-w1,7000,7,522.616,0.117,451.578,70.921,62798,85417
HDFS,hybrid-0,7000,7,7.213,,,,1081,1935
HDFS,hybrid-1,7000,7,11.742,,,,287,478
HDFS,hybrid-2,7000,7,11.847,,,,266,425
HDFS,hybrid-3,7000,7,11.688,,,,239,375
HDFS,hybrid-4,7000,7,11.630,,,,239,375
HDFS,hybrid-5,7000,7,11.672,,,,239,375
HDFS,hybrid-6,7000,7,11.710,,,,239,375
HDFS,hybrid-7,7000,7,11.680,,,,239,375
HDFS,hybrid-8,7000,7,11.708,,,,239,375
HDFS,hybrid-9,7000,7,11.755,,,,239,375
HDFS,hybrid-10,7000,7,11.811,,,,239,375
HDFS,PRINS-w4,8000,8,534.241,0.066,459.255,74.920,57057,84139
HDFS,PRINS-w3,8000,8,541.669,0.072,467.736,73.861,57057,84139
HDFS,PRINS-w2,8000,8,618.410,0.073,542.677,75.660,57057,84139
HDFS,PRINS-w1,8000,8,867.330,0.138,793.014,74.179,57057,84139
HDFS,hybrid-0,8000,8,7.231,,,,866,1981
HDFS,hybrid-1,8000,8,8.770,,,,186,459
HDFS,hybrid-2,8000,8,9.250,,,,166,406
HDFS,hybrid-3,8000,8,9.302,,,,161,379
HDFS,hybrid-4,8000,8,9.143,,,,146,345
HDFS,hybrid-5,8000,8,9.053,,,,134,330
HDFS,hybrid-6,8000,8,9.079,,,,135,350
HDFS,hybrid-7,8000,8,8.697,,,,131,330
HDFS,hybrid-8,8000,8,8.606,,,,127,307
HDFS,hybrid-9,8000,8,8.670,,,,125,301
HDFS,hybrid-10,8000,8,8.570,,,,113,241
HDFS,PRINS-w4,8000,8,541.381,0.073,462.409,78.898,57057,84139
HDFS,PRINS-w3,8000,8,585.390,0.075,511.120,74.195,57057,84139
HDFS,PRINS-w2,8000,8,599.090,0.135,533.684,65.270,57057,84139
HDFS,PRINS-w1,8000,8,780.670,0.129,708.678,71.863,57057,84139
HDFS,hybrid-0,8000,8,7.241,,,,866,1981
HDFS,hybrid-1,8000,8,8.636,,,,186,459
HDFS,hybrid-2,8000,8,9.228,,,,166,406
HDFS,hybrid-3,8000,8,9.231,,,,161,379
HDFS,hybrid-4,8000,8,9.050,,,,146,345
HDFS,hybrid-5,8000,8,8.951,,,,134,330
HDFS,hybrid-6,8000,8,9.048,,,,135,350
HDFS,hybrid-7,8000,8,8.816,,,,131,330
HDFS,hybrid-8,8000,8,8.693,,,,127,307
HDFS,hybrid-9,8000,8,8.697,,,,125,301
HDFS,hybrid-10,8000,8,8.695,,,,113,241
HDFS,PRINS-w4,8000,8,475.870,0.070,400.036,75.764,57057,84139
HDFS,PRINS-w3,8000,8,509.645,0.075,439.391,70.178,57057,84139
HDFS,PRINS-w2,8000,8,553.195,0.073,475.217,77.905,57057,84139
HDFS,PRINS-w1,8000,8,883.086,0.134,809.139,73.813,57057,84139
HDFS,hybrid-0,8000,8,7.319,,,,866,1981
HDFS,hybrid-1,8000,8,8.832,,,,186,459
HDFS,hybrid-2,8000,8,9.245,,,,166,406
HDFS,hybrid-3,8000,8,9.377,,,,161,379
HDFS,hybrid-4,8000,8,9.184,,,,146,345
HDFS,hybrid-5,8000,8,9.094,,,,134,330
HDFS,hybrid-6,8000,8,9.082,,,,135,350
HDFS,hybrid-7,8000,8,8.810,,,,131,330
HDFS,hybrid-8,8000,8,8.753,,,,127,307
HDFS,hybrid-9,8000,8,8.725,,,,125,301
HDFS,hybrid-10,8000,8,8.569,,,,113,241
Oobelib,MINT-SYS,250,1,5598.537,,,,447.0,545.0
Oobelib,MINT-SYS,500,2,14132.213,,,,449.0,544.0
Oobelib,MINT-SYS,750,3,32605.460,,,,453.0,546.0
Oobelib,MINT-SYS,1000,4,timeout,,,,,
Oobelib,MINT-SYS,1250,5,timeout,,,,,
Oobelib,MINT-SYS,1500,6,timeout,,,,,
Oobelib,MINT-SYS,1750,7,timeout,,,,,
Oobelib,MINT-SYS,2000,8,timeout,,,,,
HDFS,MINT-SYS,1000,1,558.948,,,,76.0,177.0
HDFS,MINT-SYS,2000,2,4196.069,,,,65.0,132.0
HDFS,MINT-SYS,3000,3,8401.017,,,,73.0,126.0
HDFS,MINT-SYS,4000,4,11960.861,,,,75.0,101.0
HDFS,MINT-SYS,5000,5,12809.469,,,,55.0,77.0
HDFS,MINT-SYS,6000,6,timeout,,,,,
HDFS,MINT-SYS,7000,7,timeout,,,,,
HDFS,MINT-SYS,8000,8,timeout,,,,,
Linux,MINT-SYS,42,1,1730.601,,,,342.0,476.0
Linux,MINT-SYS,84,2,6418.992,,,,359.0,505.0
Linux,MINT-SYS,126,3,17092.940,,,,354.0,516.0
Linux,MINT-SYS,168,4,timeout,,,,,
Linux,MINT-SYS,210,5,timeout,,,,,
Linux,MINT-SYS,252,6,timeout,,,,,
Linux,MINT-SYS,294,7,timeout,,,,,
Linux,MINT-SYS,336,8,timeout,,,,,
NGLClient,MINT-SYS,42,1,3.069,,,,148,160
NGLClient,MINT-SYS,84,2,2.957,,,,147,159
NGLClient,MINT-SYS,126,3,3.073,,,,152,160
NGLClient,MINT-SYS,168,4,2.915,,,,152,160
NGLClient,MINT-SYS,210,5,3.141,,,,152,160
NGLClient,MINT-SYS,252,6,3.329,,,,152,160
NGLClient,MINT-SYS,294,7,3.207,,,,152,160
NGLClient,MINT-SYS,336,8,3.269,,,,152,160
PDApp,MINT-SYS,787,1,1779.086,,,,1301,1466
PDApp,MINT-SYS,1574,2,3019.699,,,,2303,2495
PDApp,MINT-SYS,2361,3,5906.983,,,,1925,2079
PDApp,MINT-SYS,3148,4,20990.817,,,,2414,2645
PDApp,MINT-SYS,3935,5,timeout,,,,1748,1917
PDApp,MINT-SYS,4722,6,timeout,,,,1771,1934
PDApp,MINT-SYS,5509,7,timeout,,,,1637,1800
PDApp,MINT-SYS,6296,8,timeout,,,,2298,2509
Hadoop,MINT-SYS,68,1,1.746,,,,67,70
Hadoop,MINT-SYS,136,2,1.680,,,,67,70
Hadoop,MINT-SYS,204,3,3.229,,,,142,147
Hadoop,MINT-SYS,272,4,2.315,,,,67,70
Hadoop,MINT-SYS,340,5,2.493,,,,67,70
Hadoop,MINT-SYS,408,6,2.564,,,,67,70
Hadoop,MINT-SYS,476,7,2.704,,,,67,70
Hadoop,MINT-SYS,544,8,2.972,,,,67,70
Zookeeper,MINT-SYS,36,1,1958.492,,,,376,553
Zookeeper,MINT-SYS,72,2,7487.226,,,,376,493
Zookeeper,MINT-SYS,108,3,8715.070,,,,336,439
Zookeeper,MINT-SYS,144,4,12150.896,,,,287,368
Zookeeper,MINT-SYS,180,5,crash,,,,,
Zookeeper,MINT-SYS,216,6,crash,,,,,
Zookeeper,MINT-SYS,252,7,crash,,,,,
Zookeeper,MINT-SYS,288,8,crash,,,,,
CoreSync,MINT-SYS,1418,1,7234.813,,,,3876.0,4318.0
CoreSync,MINT-SYS,2836,2,9331.156,,,,4255.0,4709.0
CoreSync,MINT-SYS,4254,3,15665.565,,,,4293.0,4722.0
CoreSync,MINT-SYS,5672,4,timeout,,,,,
CoreSync,MINT-SYS,7090,5,timeout,,,,,
CoreSync,MINT-SYS,8508,6,timeout,,,,,
CoreSync,MINT-SYS,9926,7,timeout,,,,,
CoreSync,MINT-SYS,11344,8,timeout,,,,,
Hadoop,MINT-SYS,68,1,1.522,,,,67,70
Hadoop,MINT-SYS,68,1,1.561,,,,67,70
Hadoop,MINT-SYS,136,2,1.804,,,,67,70
Hadoop,MINT-SYS,136,2,1.743,,,,67,70
Hadoop,MINT-SYS,204,3,3.219,,,,142,147
Hadoop,MINT-SYS,204,3,3.378,,,,142,147
Hadoop,MINT-SYS,272,4,2.317,,,,67,70
Hadoop,MINT-SYS,272,4,2.312,,,,67,70
Hadoop,MINT-SYS,340,5,2.385,,,,67,70
Hadoop,MINT-SYS,340,5,2.398,,,,67,70
Hadoop,MINT-SYS,408,6,2.540,,,,67,70
Hadoop,MINT-SYS,408,6,2.542,,,,67,70
Hadoop,MINT-SYS,476,7,2.755,,,,67,70
Hadoop,MINT-SYS,476,7,2.746,,,,67,70
Hadoop,MINT-SYS,544,8,2.928,,,,67,70
Hadoop,MINT-SYS,544,8,2.868,,,,67,70
PDApp,MINT-SYS,787,1,1453.836,,,,1301,1466
PDApp,MINT-SYS,787,1,1461.224,,,,1301,1466
PDApp,MINT-SYS,1574,2,2362.435,,,,2303,2495
PDApp,MINT-SYS,1574,2,2486.856,,,,2303,2495
PDApp,MINT-SYS,2361,3,4698.443,,,,1925,2079
PDApp,MINT-SYS,2361,3,4472.868,,,,1925,2079
PDApp,MINT-SYS,3148,4,12355.550,,,,2414,2645
PDApp,MINT-SYS,3148,4,13291.948,,,,2414,2645
PDApp,MINT-SYS,3935,5,timeout,,,,1748,1917
PDApp,MINT-SYS,4722,6,timeout,,,,1771,1934
PDApp,MINT-SYS,5509,7,timeout,,,,1637,1800
PDApp,MINT-SYS,6296,8,timeout,,,,2298,2509
PDApp,MINT-SYS,3935,5,timeout,,,,1748,1917
PDApp,MINT-SYS,4722,6,timeout,,,,1771,1934
PDApp,MINT-SYS,5509,7,timeout,,,,1637,1800
PDApp,MINT-SYS,6296,8,timeout,,,,2298,2509
Linux,PRINS-w4,336,8,4148.913,0.032,4134.86,14.022,13113,17193
Linux,PRINS-w3,336,8,3444.423,0.028,3430.538,13.857,13113,17193
Linux,PRINS-w2,336,8,4022.983,0.027,4009.233,13.723,13113,17193
Linux,PRINS-w1,336,8,4014.131,0.027,4000.449,13.655,13113,17193
Linux,hybrid-0,336,8,54.328,,,,12038,54829
Linux,hybrid-1,336,8,9.079,,,,1886,10245
Linux,hybrid-2,336,8,10.962,,,,2087,13399
Linux,hybrid-3,336,8,15.736,,,,1938,15154
Linux,hybrid-4,336,8,17.038,,,,2065,16732
Linux,hybrid-5,336,8,15.205,,,,1812,13627
Linux,hybrid-6,336,8,17.91,,,,1947,15734
Linux,hybrid-7,336,8,9.47,,,,1175,5588
Linux,hybrid-8,336,8,5.89,,,,859,1648
Linux,hybrid-9,336,8,7.015,,,,981,2804
Linux,hybrid-10,336,8,6.562,,,,912,2170
Linux,PRINS-w4,336,8,4043.933,0.027,4030.141,13.765,13113,17193
Linux,PRINS-w3,336,8,4072.367,0.027,4058.479,13.862,13113,17193
Linux,PRINS-w2,336,8,4029.351,0.03,4015.511,13.811,13113,17193
Linux,PRINS-w1,336,8,4015.376,0.027,4001.641,13.708,13113,17193
Linux,hybrid-0,336,8,54.168,,,,12038,54829
Linux,hybrid-1,336,8,9.077,,,,1886,10245
Linux,hybrid-2,336,8,10.96,,,,2087,13399
Linux,hybrid-3,336,8,15.822,,,,1938,15154
Linux,hybrid-4,336,8,17.129,,,,2065,16732
Linux,hybrid-5,336,8,15.212,,,,1812,13627
Linux,hybrid-6,336,8,18.043,,,,1947,15734
Linux,hybrid-7,336,8,9.486,,,,1175,5588
Linux,hybrid-8,336,8,5.936,,,,859,1648
Linux,hybrid-9,336,8,6.969,,,,981,2804
Linux,hybrid-10,336,8,6.496,,,,912,2170
Linux,PRINS-w4,336,8,4342.286,0.027,4328.584,13.675,13113,17193
Linux,PRINS-w3,336,8,4015.361,0.029,4001.67,13.661,13113,17193
Linux,PRINS-w2,336,8,4011.644,0.027,3997.945,13.672,13113,17193
Linux,PRINS-w1,336,8,4310.712,0.03,4295.2,15.482,13113,17193
Linux,hybrid-0,336,8,64.565,,,,12038,54829
Linux,hybrid-1,336,8,11.099,,,,1886,10245
Linux,hybrid-2,336,8,13.331,,,,2087,13399
Linux,hybrid-3,336,8,18.706,,,,1938,15154
Linux,hybrid-4,336,8,20.075,,,,2065,16732
Linux,hybrid-5,336,8,18.161,,,,1812,13627
Linux,hybrid-6,336,8,21.425,,,,1947,15734
Linux,hybrid-7,336,8,11.533,,,,1175,5588
Linux,hybrid-8,336,8,7.319,,,,859,1648
Linux,hybrid-9,336,8,8.512,,,,981,2804
Linux,hybrid-10,336,8,8.027,,,,912,2170
CoreSync,MINT-SYS,1418,1,7263.810,,,,3876,4318
CoreSync,MINT-SYS,1418,1,8523.806,,,,3876,4318
CoreSync,MINT-SYS,2836,2,9450.782,,,,4255,4709
CoreSync,MINT-SYS,2836,2,9464.092,,,,4255,4709
CoreSync,MINT-SYS,4254,3,15469.651,,,,4293,4722
CoreSync,MINT-SYS,4254,3,13522.190,,,,4293,4722
CoreSync,MINT-SYS,5672,4,timeout,,,,,
CoreSync,MINT-SYS,7090,5,timeout,,,,,
CoreSync,MINT-SYS,8508,6,timeout,,,,,
CoreSync,MINT-SYS,9926,7,timeout,,,,,
CoreSync,MINT-SYS,11344,8,timeout,,,,,
CoreSync,MINT-SYS,5672,4,timeout,,,,,
CoreSync,MINT-SYS,7090,5,timeout,,,,,
CoreSync,MINT-SYS,8508,6,timeout,,,,,
CoreSync,MINT-SYS,9926,7,timeout,,,,,
CoreSync,MINT-SYS,11344,8,timeout,,,,,
HDFS,MINT-SYS,1000,1,578.090,,,,76,177
HDFS,MINT-SYS,1000,1,586.629,,,,76,177
HDFS,MINT-SYS,2000,2,5089.100,,,,65,132
HDFS,MINT-SYS,2000,2,5000.065,,,,65,132
HDFS,MINT-SYS,3000,3,9951.363,,,,73,126
HDFS,MINT-SYS,3000,3,10841.100,,,,73,126
HDFS,MINT-SYS,4000,4,13031.794,,,,75,101
HDFS,MINT-SYS,4000,4,14153.935,,,,75,101
HDFS,MINT-SYS,5000,5,15022.788,,,,55,77
HDFS,MINT-SYS,5000,5,14181.162,,,,55,77
HDFS,MINT-SYS,6000,6,timeout,,,,,
HDFS,MINT-SYS,7000,7,timeout,,,,,
HDFS,MINT-SYS,8000,8,timeout,,,,,
HDFS,MINT-SYS,6000,6,timeout,,,,,
HDFS,MINT-SYS,7000,7,timeout,,,,,
HDFS,MINT-SYS,8000,8,timeout,,,,,
NGLClient,MINT-SYS,42,1,2.589,,,,148,160
NGLClient,MINT-SYS,42,1,2.913,,,,148,160
NGLClient,MINT-SYS,84,2,2.726,,,,147,159
NGLClient,MINT-SYS,84,2,2.689,,,,147,159
NGLClient,MINT-SYS,126,3,2.824,,,,152,160
NGLClient,MINT-SYS,126,3,2.774,,,,152,160
NGLClient,MINT-SYS,168,4,2.890,,,,152,160
NGLClient,MINT-SYS,168,4,3.069,,,,152,160
NGLClient,MINT-SYS,210,5,3.104,,,,152,160
NGLClient,MINT-SYS,210,5,3.132,,,,152,160
NGLClient,MINT-SYS,252,6,3.351,,,,152,160
NGLClient,MINT-SYS,252,6,3.385,,,,152,160
NGLClient,MINT-SYS,294,7,3.271,,,,152,160
NGLClient,MINT-SYS,294,7,3.259,,,,152,160
NGLClient,MINT-SYS,336,8,3.249,,,,152,160
NGLClient,MINT-SYS,336,8,3.386,,,,152,160
Zookeeper,MINT-SYS,36,1,1833.012,,,,376,553
Zookeeper,MINT-SYS,36,1,2014.026,,,,376,553
Zookeeper,MINT-SYS,72,2,7614.224,,,,376,493
Zookeeper,MINT-SYS,72,2,7420.359,,,,376,493
Zookeeper,MINT-SYS,108,3,8396.532,,,,336,439
Zookeeper,MINT-SYS,108,3,8158.782,,,,336,439
Zookeeper,MINT-SYS,144,4,11061.890,,,,287,368
Zookeeper,MINT-SYS,144,4,11080.783,,,,287,368
Zookeeper,MINT-SYS,180,5,crash,,,,,
Zookeeper,MINT-SYS,216,6,crash,,,,,
Zookeeper,MINT-SYS,252,7,crash,,,,,
Zookeeper,MINT-SYS,288,8,crash,,,,,
Zookeeper,MINT-SYS,180,5,crash,,,,,
Zookeeper,MINT-SYS,216,6,crash,,,,,
Zookeeper,MINT-SYS,252,7,crash,,,,,
Zookeeper,MINT-SYS,288,8,crash,,,,,
CoreSync,PRINS-w4,1418,1,648.804,0.014,633.45,15.341,22683,23965
CoreSync,PRINS-w3,1418,1,641.628,0.013,625.675,15.94,22683,23965
CoreSync,PRINS-w2,1418,1,660.4,0.012,644.375,16.013,22683,23965
CoreSync,PRINS-w1,1418,1,980.2,0.012,964.402,15.786,22683,23965
CoreSync,hybrid-0,1418,1,12.848,,,,17975,28387
CoreSync,hybrid-1,1418,1,39.13,,,,7524,10798
CoreSync,hybrid-2,1418,1,39.28,,,,7100,10202
CoreSync,hybrid-3,1418,1,38.992,,,,6818,9518
CoreSync,hybrid-4,1418,1,39.033,,,,6707,9008
CoreSync,hybrid-5,1418,1,39.59,,,,6525,8838
CoreSync,hybrid-6,1418,1,39.804,,,,6380,8354
CoreSync,hybrid-7,1418,1,39.714,,,,6383,8463
CoreSync,hybrid-8,1418,1,40.145,,,,6308,8124
CoreSync,hybrid-9,1418,1,39.955,,,,6424,8553
CoreSync,hybrid-10,1418,1,39.663,,,,6386,8250
CoreSync,PRINS-w4,1418,1,619.304,0.013,603.322,15.97,22683,23965
CoreSync,PRINS-w3,1418,1,649.419,0.013,633.827,15.58,22683,23965
CoreSync,PRINS-w2,1418,1,647.286,0.012,632.197,15.077,22683,23965
CoreSync,PRINS-w1,1418,1,956.893,0.012,941.593,15.289,22683,23965
CoreSync,hybrid-0,1418,1,12.307,,,,17975,28387
CoreSync,hybrid-1,1418,1,37.536,,,,7524,10798
CoreSync,hybrid-2,1418,1,39.61,,,,7100,10202
CoreSync,hybrid-3,1418,1,39.137,,,,6818,9518
CoreSync,hybrid-4,1418,1,39.508,,,,6707,9008
CoreSync,hybrid-5,1418,1,34.044,,,,6525,8838
CoreSync,hybrid-6,1418,1,33.117,,,,6380,8354
CoreSync,hybrid-7,1418,1,34.556,,,,6383,8463
CoreSync,hybrid-8,1418,1,33.828,,,,6308,8124
CoreSync,hybrid-9,1418,1,32.572,,,,6424,8553
CoreSync,hybrid-10,1418,1,32.801,,,,6386,8250
CoreSync,PRINS-w4,1418,1,640.862,0.012,626.017,14.833,22683,23965
CoreSync,PRINS-w3,1418,1,639.379,0.012,623.871,15.497,22683,23965
CoreSync,PRINS-w2,1418,1,616.715,0.013,600.796,15.906,22683,23965
CoreSync,PRINS-w1,1418,1,957.038,0.012,941.33,15.696,22683,23965
CoreSync,hybrid-0,1418,1,12.692,,,,17975,28387
CoreSync,hybrid-1,1418,1,38.963,,,,7524,10798
CoreSync,hybrid-2,1418,1,39.985,,,,7100,10202
CoreSync,hybrid-3,1418,1,38.934,,,,6818,9518
CoreSync,hybrid-4,1418,1,38.862,,,,6707,9008
CoreSync,hybrid-5,1418,1,39.561,,,,6525,8838
CoreSync,hybrid-6,1418,1,41.403,,,,6380,8354
CoreSync,hybrid-7,1418,1,39.919,,,,6383,8463
CoreSync,hybrid-8,1418,1,39.856,,,,6308,8124
CoreSync,hybrid-9,1418,1,40.026,,,,6424,8553
CoreSync,hybrid-10,1418,1,39.483,,,,6386,8250
CoreSync,PRINS-w4,2836,2,612.086,0.029,576.93,35.128,45271,47645
CoreSync,PRINS-w3,2836,2,608.108,0.024,571.411,36.673,45271,47645
CoreSync,PRINS-w2,2836,2,596.498,0.028,559.521,36.949,45271,47645
CoreSync,PRINS-w1,2836,2,826.266,0.063,790.48,35.722,45271,47645
CoreSync,hybrid-0,2836,2,12.948,,,,14943,21736
CoreSync,hybrid-1,2836,2,170.353,,,,14195,91210
CoreSync,hybrid-2,2836,2,154.709,,,,11597,37666
CoreSync,hybrid-3,2836,2,152.458,,,,8350,16419
CoreSync,hybrid-4,2836,2,128.972,,,,7877,12718
CoreSync,hybrid-5,2836,2,113.451,,,,7381,11116
CoreSync,hybrid-6,2836,2,125.182,,,,7263,13769
CoreSync,hybrid-7,2836,2,115.816,,,,7079,9886
CoreSync,hybrid-8,2836,2,121.597,,,,7021,9500
CoreSync,hybrid-9,2836,2,124.121,,,,7006,9873
CoreSync,hybrid-10,2836,2,124.23,,,,7051,9879
CoreSync,PRINS-w4,2836,2,602.518,0.032,566.026,36.459,45271,47645
CoreSync,PRINS-w3,2836,2,667.936,0.026,633.216,34.694,45271,47645
CoreSync,PRINS-w2,2836,2,599.104,0.028,564.08,34.995,45271,47645
CoreSync,PRINS-w1,2836,2,850.749,0.058,814.802,35.888,45271,47645
CoreSync,hybrid-0,2836,2,12.995,,,,14943,21736
CoreSync,hybrid-1,2836,2,170.431,,,,14195,91210
CoreSync,hybrid-2,2836,2,154.384,,,,11597,37666
CoreSync,hybrid-3,2836,2,148.841,,,,8350,16419
CoreSync,hybrid-4,2836,2,149.967,,,,7877,12718
CoreSync,hybrid-5,2836,2,145.662,,,,7381,11116
CoreSync,hybrid-6,2836,2,147.5,,,,7263,13769
CoreSync,hybrid-7,2836,2,147.373,,,,7079,9886
CoreSync,hybrid-8,2836,2,146.341,,,,7021,9500
CoreSync,hybrid-9,2836,2,150.207,,,,7006,9873
CoreSync,hybrid-10,2836,2,146.507,,,,7051,9879
CoreSync,PRINS-w4,2836,2,648.166,0.026,612.163,35.977,45271,47645
CoreSync,PRINS-w3,2836,2,733.88,0.026,697.844,36.011,45271,47645
CoreSync,PRINS-w2,2836,2,712.863,0.025,678.564,34.274,45271,47645
CoreSync,PRINS-w1,2836,2,889.067,0.06,854.909,34.098,45271,47645
CoreSync,hybrid-0,2836,2,12.526,,,,14943,21736
CoreSync,hybrid-1,2836,2,161.956,,,,14195,91210
CoreSync,hybrid-2,2836,2,133.607,,,,11597,37666
CoreSync,hybrid-3,2836,2,122.683,,,,8350,16419
CoreSync,hybrid-4,2836,2,123.099,,,,7877,12718
CoreSync,hybrid-5,2836,2,136.745,,,,7381,11116
CoreSync,hybrid-6,2836,2,130.046,,,,7263,13769
CoreSync,hybrid-7,2836,2,120.688,,,,7079,9886
CoreSync,hybrid-8,2836,2,121.505,,,,7021,9500
CoreSync,hybrid-9,2836,2,147.095,,,,7006,9873
CoreSync,hybrid-10,2836,2,146.696,,,,7051,9879
CoreSync,PRINS-w4,4254,3,987.43,0.065,929.759,57.606,68455,71946
CoreSync,PRINS-w3,4254,3,949.796,0.041,887.97,61.785,68455,71946
CoreSync,PRINS-w2,4254,3,938.212,0.04,879.276,58.895,68455,71946
CoreSync,PRINS-w1,4254,3,1083.707,0.038,1025.895,57.774,68455,71946
CoreSync,hybrid-0,4254,3,11.773,,,,13190,16414
CoreSync,hybrid-1,4254,3,218.559,,,,9891,12068
CoreSync,hybrid-2,4254,3,215.121,,,,9474,11608
CoreSync,hybrid-3,4254,3,215.342,,,,8818,10809
CoreSync,hybrid-4,4254,3,215.755,,,,8760,10566
CoreSync,hybrid-5,4254,3,213.875,,,,8679,10395
CoreSync,hybrid-6,4254,3,216.121,,,,8657,10302
CoreSync,hybrid-7,4254,3,214.441,,,,8456,9995
CoreSync,hybrid-8,4254,3,213.687,,,,8444,9960
CoreSync,hybrid-9,4254,3,213.177,,,,8400,9920
CoreSync,hybrid-10,4254,3,212.407,,,,8362,9848
CoreSync,PRINS-w4,4254,3,926.56,0.037,869.371,57.152,68455,71946
CoreSync,PRINS-w3,4254,3,924.478,0.041,869.882,54.555,68455,71946
CoreSync,PRINS-w2,4254,3,904.093,0.041,845.303,58.749,68455,71946
CoreSync,PRINS-w1,4254,3,1068.477,0.043,1009.75,58.683,68455,71946
CoreSync,hybrid-0,4254,3,11.575,,,,13190,16414
CoreSync,hybrid-1,4254,3,217.29,,,,9891,12068
CoreSync,hybrid-2,4254,3,215.879,,,,9474,11608
CoreSync,hybrid-3,4254,3,215.034,,,,8818,10809
CoreSync,hybrid-4,4254,3,213.71,,,,8760,10566
CoreSync,hybrid-5,4254,3,212.952,,,,8679,10395
CoreSync,hybrid-6,4254,3,213.923,,,,8657,10302
CoreSync,hybrid-7,4254,3,214.191,,,,8456,9995
CoreSync,hybrid-8,4254,3,213.426,,,,8444,9960
CoreSync,hybrid-9,4254,3,212.546,,,,8400,9920
CoreSync,hybrid-10,4254,3,213.133,,,,8362,9848
CoreSync,PRINS-w4,4254,3,945.618,0.038,888.029,57.551,68455,71946
CoreSync,PRINS-w3,4254,3,934.611,0.04,876.151,58.42,68455,71946
CoreSync,PRINS-w2,4254,3,925.51,0.039,872.465,53.006,68455,71946
CoreSync,PRINS-w1,4254,3,1054.751,0.038,998.32,56.393,68455,71946
CoreSync,hybrid-0,4254,3,11.107,,,,13190,16414
CoreSync,hybrid-1,4254,3,187.648,,,,9891,12068
CoreSync,hybrid-2,4254,3,199.146,,,,9474,11608
CoreSync,hybrid-3,4254,3,173.246,,,,8818,10809
CoreSync,hybrid-4,4254,3,174.704,,,,8760,10566
CoreSync,hybrid-5,4254,3,177.419,,,,8679,10395
CoreSync,hybrid-6,4254,3,171.168,,,,8657,10302
CoreSync,hybrid-7,4254,3,174.077,,,,8456,9995
CoreSync,hybrid-8,4254,3,212.142,,,,8444,9960
CoreSync,hybrid-9,4254,3,215.148,,,,8400,9920
CoreSync,hybrid-10,4254,3,215.817,,,,8362,9848
CoreSync,PRINS-w4,5672,4,1201.925,0.075,1108.574,93.276,88621,94024
CoreSync,PRINS-w3,5672,4,1220.388,0.055,1124.386,95.948,88621,94024
CoreSync,PRINS-w2,5672,4,1211.658,0.056,1116.904,94.697,88621,94024
CoreSync,PRINS-w1,5672,4,1313.796,0.057,1229.69,84.049,88621,94024
CoreSync,hybrid-0,5672,4,11.539,,,,10577,13929
CoreSync,hybrid-1,5672,4,188.595,,,,8583,10810
CoreSync,hybrid-2,5672,4,206.704,,,,7837,9820
CoreSync,hybrid-3,5672,4,224.78,,,,7411,9175
CoreSync,hybrid-4,5672,4,226.562,,,,7156,8695
CoreSync,hybrid-5,5672,4,203.104,,,,7202,8937
CoreSync,hybrid-6,5672,4,213.216,,,,7179,8879
CoreSync,hybrid-7,5672,4,221.934,,,,7070,8744
CoreSync,hybrid-8,5672,4,224.76,,,,7109,8733
CoreSync,hybrid-9,5672,4,199.237,,,,7046,8571
CoreSync,hybrid-10,5672,4,217.096,,,,7029,8515
CoreSync,PRINS-w4,5672,4,1182.427,0.054,1094.455,87.918,88621,94024
CoreSync,PRINS-w3,5672,4,1173.084,0.054,1076.495,96.535,88621,94024
CoreSync,PRINS-w2,5672,4,1220.026,0.057,1126.092,93.877,88621,94024
CoreSync,PRINS-w1,5672,4,1286.905,0.058,1191.998,94.849,88621,94024
CoreSync,hybrid-0,5672,4,12.359,,,,10577,13929
CoreSync,hybrid-1,5672,4,232.201,,,,8583,10810
CoreSync,hybrid-2,5672,4,231.883,,,,7837,9820
CoreSync,hybrid-3,5672,4,232.326,,,,7411,9175
CoreSync,hybrid-4,5672,4,232.168,,,,7156,8695
CoreSync,hybrid-5,5672,4,232.1,,,,7202,8937
CoreSync,hybrid-6,5672,4,232.448,,,,7179,8879
CoreSync,hybrid-7,5672,4,231.146,,,,7070,8744
CoreSync,hybrid-8,5672,4,232.57,,,,7109,8733
CoreSync,hybrid-9,5672,4,231.72,,,,7046,8571
CoreSync,hybrid-10,5672,4,198.974,,,,7029,8515
CoreSync,PRINS-w4,5672,4,1208.774,0.049,1115.148,93.577,88621,94024
CoreSync,PRINS-w3,5672,4,1212.655,0.055,1120.612,91.989,88621,94024
CoreSync,PRINS-w2,5672,4,1177.201,0.109,1088.2,88.892,88621,94024
CoreSync,PRINS-w1,5672,4,1297.311,0.056,1201.992,95.263,88621,94024
CoreSync,hybrid-0,5672,4,12.557,,,,10577,13929
CoreSync,hybrid-1,5672,4,235.589,,,,8583,10810
CoreSync,hybrid-2,5672,4,234.263,,,,7837,9820
CoreSync,hybrid-3,5672,4,236.7,,,,7411,9175
CoreSync,hybrid-4,5672,4,235.169,,,,7156,8695
CoreSync,hybrid-5,5672,4,233.952,,,,7202,8937
