system,technique,num_logs,duplicated,time_s,PR_time,IN_time,S_time,states,transitions
PDApp,hybrid-10,3148,4,86.830,,,,3500,3735
PDApp,PRINS-w4,3935,5,1462.441,0.081,1332.374,129.986,183046,198059
PDApp,PRINS-w3,3935,5,1473.959,0.092,1345.014,128.852,183046,198059
PDApp,PRINS-w2,3935,5,1501.768,0.097,1365.166,136.505,183046,198059
PDApp,PRINS-w1,3935,5,1821.748,0.095,1692.655,128.998,183046,198059
PDApp,hybrid-0,3935,5,7.646,,,,3525,3762
PDApp,hybrid-1,3935,5,107.960,,,,3507,3731
PDApp,hybrid-2,3935,5,113.607,,,,3506,3734
PDApp,hybrid-3,3935,5,113.159,,,,3505,3732
PDApp,hybrid-4,3935,5,116.216,,,,3505,3732
PDApp,hybrid-5,3935,5,114.158,,,,3505,3732
PDApp,hybrid-6,3935,5,113.422,,,,3505,3732
PDApp,hybrid-7,3935,5,114.495,,,,3505,3732
PDApp,hybrid-8,3935,5,113.393,,,,3505,3732
PDApp,hybrid-9,3935,5,116.260,,,,3505,3732
PDApp,hybrid-10,3935,5,114.666,,,,3505,3732
PDApp,PRINS-w4,3935,5,1484.776,0.093,1353.637,131.046,183046,198059
PDApp,PRINS-w3,3935,5,1453.494,0.093,1323.499,129.901,183046,198059
PDApp,PRINS-w2,3935,5,1541.535,0.183,1410.362,130.991,183046,198059
PDApp,PRINS-w1,3935,5,1805.793,0.095,1679.094,126.604,183046,198059
PDApp,hybrid-0,3935,5,7.747,,,,3525,3762
PDApp,hybrid-1,3935,5,110.408,,,,3507,3731
PDApp,hybrid-2,3935,5,108.618,,,,3506,3734
PDApp,hybrid-3,3935,5,108.442,,,,3505,3732
PDApp,hybrid-4,3935,5,111.198,,,,3505,3732
PDApp,hybrid-5,3935,5,112.462,,,,3505,3732
PDApp,hybrid-6,3935,5,113.603,,,,3505,3732
PDApp,hybrid-7,3935,5,112.736,,,,3505,3732
PDApp,hybrid-8,3935,5,113.503,,,,3505,3732
PDApp,hybrid-9,3935,5,110.795,,,,3505,3732
PDApp,hybrid-10,3935,5,112.834,,,,3505,3732
PDApp,PRINS-w4,3935,5,1438.625,0.084,1312.132,126.409,183046,198059
PDApp,PRINS-w3,3935,5,1433.499,0.093,1303.194,130.212,183046,198059
PDApp,PRINS-w2,3935,5,1443.497,0.096,1313.051,130.350,183046,198059
PDApp,PRINS-w1,3935,5,1793.448,0.094,1663.044,130.309,183046,198059
PDApp,hybrid-0,3935,5,7.973,,,,3525,3762
PDApp,hybrid-1,3935,5,110.694,,,,3507,3731
PDApp,hybrid-2,3935,5,110.684,,,,3506,3734
PDApp,hybrid-3,3935,5,111.254,,,,3505,3732
PDApp,hybrid-4,3935,5,112.270,,,,3505,3732
PDApp,hybrid-5,3935,5,109.350,,,,3505,3732
PDApp,hybrid-6,3935,5,110.451,,,,3505,3732
PDApp,hybrid-7,3935,5,109.309,,,,3505,3732
PDApp,hybrid-8,3935,5,109.046,,,,3505,3732
PDApp,hybrid-9,3935,5,110.528,,,,3505,3732
PDApp,hybrid-10,3935,5,112.764,,,,3505,3732
PDApp,PRINS-w4,4722,6,2196.285,0.100,2027.473,168.712,219679,237700
PDApp,PRINS-w3,4722,6,2159.410,0.117,1983.446,175.847,219679,237700
PDApp,PRINS-w2,4722,6,2238.917,0.118,2066.948,171.850,219679,237700
PDApp,PRINS-w1,4722,6,2708.462,0.116,2541.923,166.423,219679,237700
PDApp,hybrid-0,4722,6,9.650,,,,3525,3762
PDApp,hybrid-1,4722,6,128.444,,,,3510,3737
PDApp,hybrid-2,4722,6,129.679,,,,3509,3736
PDApp,hybrid-3,4722,6,131.289,,,,3508,3730
PDApp,hybrid-4,4722,6,131.868,,,,3508,3730
PDApp,hybrid-5,4722,6,134.158,,,,3508,3730
PDApp,hybrid-6,4722,6,130.527,,,,3508,3730
PDApp,hybrid-7,4722,6,131.337,,,,3508,3730
PDApp,hybrid-8,4722,6,129.860,,,,3508,3730
PDApp,hybrid-9,4722,6,127.971,,,,3508,3730
PDApp,hybrid-10,4722,6,128.783,,,,3508,3730
PDApp,PRINS-w4,4722,6,2261.649,0.096,2095.052,166.501,219679,237700
PDApp,PRINS-w3,4722,6,2200.186,0.209,2025.969,174.008,219679,237700
PDApp,PRINS-w2,4722,6,2126.010,0.209,1960.874,164.926,219679,237700
PDApp,PRINS-w1,4722,6,2634.686,0.115,2464.277,170.294,219679,237700
PDApp,hybrid-0,4722,6,9.507,,,,3525,3762
PDApp,hybrid-1,4722,6,129.180,,,,3510,3737
PDApp,hybrid-2,4722,6,127.478,,,,3509,3736
PDApp,hybrid-3,4722,6,127.060,,,,3508,3730
PDApp,hybrid-4,4722,6,127.738,,,,3508,3730
PDApp,hybrid-5,4722,6,127.307,,,,3508,3730
PDApp,hybrid-6,4722,6,131.864,,,,3508,3730
PDApp,hybrid-7,4722,6,131.576,,,,3508,3730
PDApp,hybrid-8,4722,6,132.194,,,,3508,3730
PDApp,hybrid-9,4722,6,130.589,,,,3508,3730
PDApp,hybrid-10,4722,6,131.847,,,,3508,3730
PDApp,PRINS-w4,4722,6,2150.935,0.113,1984.660,166.162,219679,237700
PDApp,PRINS-w3,4722,6,2184.199,0.113,2020.158,163.928,219679,237700
PDApp,PRINS-w2,4722,6,2311.671,0.115,2137.449,174.108,219679,237700
PDApp,PRINS-w1,4722,6,2650.714,0.113,2475.480,175.120,219679,237700
PDApp,hybrid-0,4722,6,10.117,,,,3525,3762
PDApp,hybrid-1,4722,6,131.985,,,,3510,3737
PDApp,hybrid-2,4722,6,128.702,,,,3509,3736
PDApp,hybrid-3,4722,6,128.549,,,,3508,3730
PDApp,hybrid-4,4722,6,129.415,,,,3508,3730
PDApp,hybrid-5,4722,6,130.176,,,,3508,3730
PDApp,hybrid-6,4722,6,131.202,,,,3508,3730
PDApp,hybrid-7,4722,6,128.873,,,,3508,3730
PDApp,hybrid-8,4722,6,129.176,,,,3508,3730
PDApp,hybrid-9,4722,6,129.243,,,,3508,3730
PDApp,hybrid-10,4722,6,128.732,,,,3508,3730
PDApp,PRINS-w4,5509,7,4464.617,0.134,4139.460,325.023,261381,280200
PDApp,PRINS-w3,5509,7,4515.922,0.131,4198.977,316.813,261381,280200
PDApp,PRINS-w2,5509,7,4464.129,0.136,4154.281,309.712,261381,280200
PDApp,PRINS-w1,5509,7,4964.210,0.132,4641.482,322.596,261381,280200
PDApp,hybrid-0,5509,7,12.196,,,,3569,3813
PDApp,hybrid-1,5509,7,156.753,,,,3542,3776
PDApp,hybrid-2,5509,7,155.401,,,,3541,3773
PDApp,hybrid-3,5509,7,154.373,,,,3540,3768
PDApp,hybrid-4,5509,7,156.464,,,,3540,3768
PDApp,hybrid-5,5509,7,157.232,,,,3540,3768
PDApp,hybrid-6,5509,7,157.339,,,,3540,3768
PDApp,hybrid-7,5509,7,158.202,,,,3540,3768
PDApp,hybrid-8,5509,7,158.925,,,,3540,3768
PDApp,hybrid-9,5509,7,154.022,,,,3540,3768
PDApp,hybrid-10,5509,7,155.790,,,,3540,3768
PDApp,PRINS-w4,5509,7,4398.155,0.131,4078.564,319.459,261381,280200
PDApp,PRINS-w3,5509,7,4512.858,0.134,4197.353,315.371,261381,280200
PDApp,PRINS-w2,5509,7,4489.030,0.132,4166.008,322.890,261381,280200
PDApp,PRINS-w1,5509,7,5000.463,0.132,4679.449,320.882,261381,280200
PDApp,hybrid-0,5509,7,12.119,,,,3569,3813
PDApp,hybrid-1,5509,7,157.517,,,,3542,3776
PDApp,hybrid-2,5509,7,156.650,,,,3541,3773
PDApp,hybrid-3,5509,7,155.097,,,,3540,3768
PDApp,hybrid-4,5509,7,156.151,,,,3540,3768
PDApp,hybrid-5,5509,7,159.957,,,,3540,3768
PDApp,hybrid-6,5509,7,162.100,,,,3540,3768
PDApp,hybrid-7,5509,7,162.742,,,,3540,3768
PDApp,hybrid-8,5509,7,161.546,,,,3540,3768
PDApp,hybrid-9,5509,7,160.945,,,,3540,3768
PDApp,hybrid-10,5509,7,159.977,,,,3540,3768
PDApp,PRINS-w4,5509,7,4466.673,0.117,4152.670,313.886,261381,280200
PDApp,PRINS-w3,5509,7,4484.314,0.132,4160.603,323.579,261381,280200
PDApp,PRINS-w2,5509,7,4578.138,0.133,4273.384,304.621,261381,280200
PDApp,PRINS-w1,5509,7,4987.428,0.128,4667.584,319.716,261381,280200
PDApp,hybrid-0,5509,7,12.238,,,,3569,3813
PDApp,hybrid-1,5509,7,157.975,,,,3542,3776
PDApp,hybrid-2,5509,7,161.468,,,,3541,3773
PDApp,hybrid-3,5509,7,160.013,,,,3540,3768
PDApp,hybrid-4,5509,7,160.781,,,,3540,3768
PDApp,hybrid-5,5509,7,164.762,,,,3540,3768
PDApp,hybrid-6,5509,7,166.284,,,,3540,3768
PDApp,hybrid-7,5509,7,167.579,,,,3540,3768
PDApp,hybrid-8,5509,7,167.272,,,,3540,3768
PDApp,hybrid-9,5509,7,166.991,,,,3540,3768
PDApp,hybrid-10,5509,7,166.898,,,,3540,3768
HDFS,PRINS-w4,1000,1,8.376,0.009,4.877,3.490,8939,11495
HDFS,PRINS-w3,1000,1,8.969,0.036,5.473,3.459,8939,11495
HDFS,PRINS-w2,1000,1,9.480,0.008,5.981,3.491,8939,11495
HDFS,PRINS-w1,1000,1,11.640,0.008,8.191,3.441,8939,11495
HDFS,hybrid-0,1000,1,2.291,,,,1370,2586
HDFS,hybrid-1,1000,1,1.402,,,,392,1308
HDFS,hybrid-2,1000,1,1.191,,,,299,865
HDFS,hybrid-3,1000,1,1.069,,,,190,527
HDFS,hybrid-4,1000,1,0.977,,,,114,270
HDFS,hybrid-5,1000,1,0.998,,,,98,207
HDFS,hybrid-6,1000,1,0.982,,,,103,225
HDFS,hybrid-7,1000,1,0.948,,,,94,184
HDFS,hybrid-8,1000,1,1.151,,,,57,114
HDFS,hybrid-9,1000,1,1.165,,,,56,114
HDFS,hybrid-10,1000,1,1.221,,,,56,114
HDFS,PRINS-w4,1000,1,8.073,0.008,4.602,3.463,8939,11495
HDFS,PRINS-w3,1000,1,8.708,0.007,5.213,3.487,8939,11495
HDFS,PRINS-w2,1000,1,9.376,0.008,5.894,3.474,8939,11495
HDFS,PRINS-w1,1000,1,11.744,0.008,8.237,3.500,8939,11495
HDFS,hybrid-0,1000,1,2.291,,,,1370,2586
HDFS,hybrid-1,1000,1,1.396,,,,392,1308
HDFS,hybrid-2,1000,1,1.190,,,,299,865
HDFS,hybrid-3,1000,1,1.059,,,,190,527
HDFS,hybrid-4,1000,1,1.005,,,,114,270
HDFS,hybrid-5,1000,1,1.004,,,,98,207
HDFS,hybrid-6,1000,1,0.988,,,,103,225
HDFS,hybrid-7,1000,1,0.930,,,,94,184
HDFS,hybrid-8,1000,1,1.163,,,,57,114
HDFS,hybrid-9,1000,1,1.173,,,,56,114
HDFS,hybrid-10,1000,1,1.221,,,,56,114
HDFS,PRINS-w4,1000,1,8.177,0.007,4.706,3.463,8939,11495
HDFS,PRINS-w3,1000,1,8.685,0.007,5.190,3.487,8939,11495
HDFS,PRINS-w2,1000,1,9.275,0.008,5.719,3.548,8939,11495
HDFS,PRINS-w1,1000,1,11.678,0.008,8.168,3.503,8939,11495
HDFS,hybrid-0,1000,1,2.300,,,,1370,2586
HDFS,hybrid-1,1000,1,1.408,,,,392,1308
HDFS,hybrid-2,1000,1,1.198,,,,299,865
HDFS,hybrid-3,1000,1,1.045,,,,190,527
HDFS,hybrid-4,1000,1,1.008,,,,114,270
HDFS,hybrid-5,1000,1,1.001,,,,98,207
HDFS,hybrid-6,1000,1,0.995,,,,103,225
HDFS,hybrid-7,1000,1,0.933,,,,94,184
HDFS,hybrid-8,1000,1,1.166,,,,57,114
HDFS,hybrid-9,1000,1,1.177,,,,56,114
HDFS,hybrid-10,1000,1,1.237,,,,56,114
HDFS,PRINS-w4,2000,2,24.048,0.016,15.486,8.546,20029,26691
HDFS,PRINS-w3,2000,2,25.993,0.016,17.533,8.444,20029,26691
HDFS,PRINS-w2,2000,2,29.859,0.016,21.356,8.487,20029,26691
HDFS,PRINS-w1,2000,2,40.285,0.016,31.801,8.468,20029,26691
HDFS,hybrid-0,2000,2,2.719,,,,1578,3081
HDFS,hybrid-1,2000,2,7.401,,,,804,3604
HDFS,hybrid-2,2000,2,8.415,,,,809,3709
HDFS,hybrid-3,2000,2,7.470,,,,601,2822
HDFS,hybrid-4,2000,2,7.271,,,,569,2675
HDFS,hybrid-5,2000,2,7.609,,,,535,2680
HDFS,hybrid-6,2000,2,7.079,,,,471,2316
HDFS,hybrid-7,2000,2,7.239,,,,466,2176
HDFS,hybrid-8,2000,2,8.424,,,,416,2129
HDFS,hybrid-9,2000,2,9.031,,,,412,2093
HDFS,hybrid-10,2000,2,9.027,,,,408,2054
HDFS,PRINS-w4,2000,2,23.386,0.015,14.911,8.460,20029,26691
HDFS,PRINS-w3,2000,2,25.453,0.015,17.000,8.437,20029,26691
HDFS,PRINS-w2,2000,2,29.758,0.017,21.208,8.532,20029,26691
HDFS,PRINS-w1,2000,2,39.864,0.016,31.450,8.399,20029,26691
HDFS,hybrid-0,2000,2,2.704,,,,1578,3081
HDFS,hybrid-1,2000,2,7.313,,,,804,3604
HDFS,hybrid-2,2000,2,8.313,,,,809,3709
HDFS,hybrid-3,2000,2,7.374,,,,601,2822
HDFS,hybrid-4,2000,2,7.146,,,,569,2675
HDFS,hybrid-5,2000,2,7.413,,,,535,2680
HDFS,hybrid-6,2000,2,6.990,,,,471,2316
HDFS,hybrid-7,2000,2,7.088,,,,466,2176
HDFS,hybrid-8,2000,2,8.420,,,,416,2129
HDFS,hybrid-9,2000,2,8.959,,,,412,2093
HDFS,hybrid-10,2000,2,9.037,,,,408,2054
HDFS,PRINS-w4,2000,2,24.735,0.015,16.369,8.351,20029,26691
HDFS,PRINS-w3,2000,2,26.267,0.015,17.898,8.354,20029,26691
HDFS,PRINS-w2,2000,2,29.364,0.015,20.791,8.559,20029,26691
HDFS,PRINS-w1,2000,2,40.796,0.016,32.384,8.396,20029,26691
HDFS,hybrid-0,2000,2,2.724,,,,1578,3081
HDFS,hybrid-1,2000,2,7.359,,,,804,3604
HDFS,hybrid-2,2000,2,8.350,,,,809,3709
HDFS,hybrid-3,2000,2,7.454,,,,601,2822
HDFS,hybrid-4,2000,2,7.203,,,,569,2675
HDFS,hybrid-5,2000,2,7.594,,,,535,2680
HDFS,hybrid-6,2000,2,7.058,,,,471,2316
HDFS,hybrid-7,2000,2,7.195,,,,466,2176
HDFS,hybrid-8,2000,2,8.557,,,,416,2129
HDFS,hybrid-9,2000,2,9.087,,,,412,2093
HDFS,hybrid-10,2000,2,9.215,,,,408,2054
HDFS,PRINS-w4,3000,3,58.264,0.041,43.489,14.733,24430,35247
HDFS,PRINS-w3,3000,3,59.584,0.051,44.933,14.600,24430,35247
HDFS,PRINS-w2,3000,3,70.246,0.023,54.565,15.657,24430,35247
HDFS,PRINS-w1,3000,3,94.867,0.023,79.921,14.923,24430,35247
HDFS,hybrid-0,3000,3,4.768,,,,1316,2924
HDFS,hybrid-1,3000,3,4.873,,,,374,1201
HDFS,hybrid-2,3000,3,4.508,,,,308,881
HDFS,hybrid-3,3000,3,4.322,,,,258,628
HDFS,hybrid-4,3000,3,4.202,,,,239,544
HDFS,hybrid-5,3000,3,4.216,,,,235,546
HDFS,hybrid-6,3000,3,4.258,,,,238,595
HDFS,hybrid-7,3000,3,4.098,,,,224,478
HDFS,hybrid-8,3000,3,4.004,,,,206,393
HDFS,hybrid-9,3000,3,3.935,,,,199,361
HDFS,hybrid-10,3000,3,4.008,,,,202,391
HDFS,PRINS-w4,3000,3,62.569,0.025,47.367,15.177,24430,35247
HDFS,PRINS-w3,3000,3,65.277,0.055,50.247,14.975,24430,35247
HDFS,PRINS-w2,3000,3,73.633,0.024,58.350,15.259,24430,35247
HDFS,PRINS-w1,3000,3,102.623,0.024,86.820,15.779,24430,35247
HDFS,hybrid-0,3000,3,4.921,,,,1316,2924
HDFS,hybrid-1,3000,3,5.028,,,,374,1201
HDFS,hybrid-2,3000,3,4.664,,,,308,881
HDFS,hybrid-3,3000,3,4.470,,,,258,628
HDFS,hybrid-4,3000,3,4.338,,,,239,544
HDFS,hybrid-5,3000,3,4.349,,,,235,546
HDFS,hybrid-6,3000,3,4.402,,,,238,595
HDFS,hybrid-7,3000,3,4.228,,,,224,478
HDFS,hybrid-8,3000,3,4.131,,,,206,393
HDFS,hybrid-9,3000,3,4.063,,,,199,361
HDFS,hybrid-10,3000,3,4.129,,,,202,391
HDFS,PRINS-w4,3000,3,66.629,0.023,51.274,15.332,24430,35247
HDFS,PRINS-w3,3000,3,75.105,0.057,59.854,15.194,24430,35247
HDFS,PRINS-w2,3000,3,78.035,0.024,63.041,14.970,24430,35247
HDFS,PRINS-w1,3000,3,106.068,0.024,91.183,14.861,24430,35247
HDFS,hybrid-0,3000,3,4.824,,,,1316,2924
HDFS,hybrid-1,3000,3,4.911,,,,374,1201
HDFS,hybrid-2,3000,3,4.558,,,,308,881
HDFS,hybrid-3,3000,3,4.393,,,,258,628
HDFS,hybrid-4,3000,3,4.244,,,,239,544
HDFS,hybrid-5,3000,3,4.210,,,,235,546
HDFS,hybrid-6,3000,3,4.347,,,,238,595
HDFS,hybrid-7,3000,3,4.116,,,,224,478
HDFS,hybrid-8,3000,3,4.047,,,,206,393
HDFS,hybrid-9,3000,3,4.001,,,,199,361
HDFS,hybrid-10,3000,3,4.077,,,,202,391
HDFS,PRINS-w4,4000,4,122.909,0.031,97.631,25.247,35669,48767
HDFS,PRINS-w3,4000,4,133.857,0.034,109.213,24.609,35669,48767
HDFS,PRINS-w2,4000,4,148.503,0.032,124.249,24.223,35669,48767
HDFS,PRINS-w1,4000,4,210.828,0.074,187.316,23.437,35669,48767
HDFS,hybrid-0,4000,4,4.009,,,,974,1976
HDFS,hybrid-1,4000,4,5.639,,,,229,450
HDFS,hybrid-2,4000,4,5.565,,,,217,418
HDFS,hybrid-3,4000,4,5.478,,,,211,409
HDFS,hybrid-4,4000,4,5.736,,,,192,428
HDFS,hybrid-5,4000,4,5.578,,,,178,330
HDFS,hybrid-6,4000,4,5.559,,,,178,330
HDFS,hybrid-7,4000,4,5.673,,,,166,297
HDFS,hybrid-8,4000,4,5.745,,,,166,297
HDFS,hybrid-9,4000,4,5.697,,,,166,297
HDFS,hybrid-10,4000,4,5.659,,,,166,297
HDFS,PRINS-w4,4000,4,123.940,0.050,99.847,24.043,35669,48767
HDFS,PRINS-w3,4000,4,130.102,0.032,106.476,23.595,35669,48767
HDFS,PRINS-w2,4000,4,147.320,0.032,123.302,23.986,35669,48767
HDFS,PRINS-w1,4000,4,216.352,0.034,192.485,23.833,35669,48767
HDFS,hybrid-0,4000,4,3.991,,,,974,1976
HDFS,hybrid-1,4000,4,5.548,,,,229,450
HDFS,hybrid-2,4000,4,5.638,,,,217,418
HDFS,hybrid-3,4000,4,5.561,,,,211,409
HDFS,hybrid-4,4000,4,5.809,,,,192,428
HDFS,hybrid-5,4000,4,5.675,,,,178,330
HDFS,hybrid-6,4000,4,5.659,,,,178,330
HDFS,hybrid-7,4000,4,5.689,,,,166,297
HDFS,hybrid-8,4000,4,5.665,,,,166,297
HDFS,hybrid-9,4000,4,5.790,,,,166,297
HDFS,hybrid-10,4000,4,5.751,,,,166,297
HDFS,PRINS-w4,4000,4,123.976,0.033,97.634,26.309,35669,48767
HDFS,PRINS-w3,4000,4,134.031,0.034,109.593,24.405,35669,48767
HDFS,PRINS-w2,4000,4,149.707,0.033,125.667,24.006,35669,48767
HDFS,PRINS-w1,4000,4,219.118,0.033,195.531,23.553,35669,48767
HDFS,hybrid-0,4000,4,4.018,,,,974,1976
HDFS,hybrid-1,4000,4,5.580,,,,229,450
HDFS,hybrid-2,4000,4,5.574,,,,217,418
HDFS,hybrid-3,4000,4,5.513,,,,211,409
HDFS,hybrid-4,4000,4,5.681,,,,192,428
HDFS,hybrid-5,4000,4,5.655,,,,178,330
HDFS,hybrid-6,4000,4,5.569,,,,178,330
HDFS,hybrid-7,4000,4,5.567,,,,166,297
HDFS,hybrid-8,4000,4,5.631,,,,166,297
HDFS,hybrid-9,4000,4,5.595,,,,166,297
HDFS,hybrid-10,4000,4,5.594,,,,166,297
HDFS,PRINS-w4,5000,5,180.986,0.056,147.117,33.813,40911,57123
HDFS,PRINS-w3,5000,5,193.073,0.090,160.989,31.994,40911,57123
HDFS,PRINS-w2,5000,5,202.110,0.042,169.902,32.166,40911,57123
HDFS,PRINS-w1,5000,5,329.090,0.042,295.463,33.585,40911,57123
HDFS,hybrid-0,5000,5,4.616,,,,884,1721
HDFS,hybrid-1,5000,5,7.173,,,,284,610
HDFS,hybrid-2,5000,5,6.724,,,,175,352
HDFS,hybrid-3,5000,5,6.751,,,,169,322
HDFS,hybrid-4,5000,5,6.651,,,,165,304
HDFS,hybrid-5,5000,5,6.778,,,,157,286
HDFS,hybrid-6,5000,5,6.732,,,,157,286
HDFS,hybrid-7,5000,5,6.779,,,,157,286
HDFS,hybrid-8,5000,5,6.750,,,,157,286
HDFS,hybrid-9,5000,5,6.828,,,,157,286
HDFS,hybrid-10,5000,5,6.761,,,,157,286
HDFS,PRINS-w4,5000,5,169.778,0.041,137.863,31.875,40911,57123
HDFS,PRINS-w3,5000,5,182.372,0.042,149.147,33.183,40911,57123
HDFS,PRINS-w2,5000,5,209.731,0.045,177.486,32.200,40911,57123
HDFS,PRINS-w1,5000,5,328.979,0.043,297.441,31.496,40911,57123
HDFS,hybrid-0,5000,5,4.472,,,,884,1721
HDFS,hybrid-1,5000,5,6.959,,,,284,610
HDFS,hybrid-2,5000,5,6.473,,,,175,352
HDFS,hybrid-3,5000,5,6.499,,,,169,322
HDFS,hybrid-4,5000,5,6.450,,,,165,304
HDFS,hybrid-5,5000,5,6.594,,,,157,286
HDFS,hybrid-6,5000,5,6.499,,,,157,286
HDFS,hybrid-7,5000,5,6.617,,,,157,286
HDFS,hybrid-8,5000,5,6.549,,,,157,286
HDFS,hybrid-9,5000,5,6.565,,,,157,286
HDFS,hybrid-10,5000,5,6.520,,,,157,286
HDFS,PRINS-w4,5000,5,175.863,0.039,144.018,31.806,40911,57123
HDFS,PRINS-w3,5000,5,185.812,0.083,153.951,31.778,40911,57123
HDFS,PRINS-w2,5000,5,195.409,0.041,166.887,28.481,40911,57123
HDFS,PRINS-w1,5000,5,279.570,0.039,249.269,30.262,40911,57123
HDFS,hybrid-0,5000,5,4.407,,,,884,1721
HDFS,hybrid-1,5000,5,6.776,,,,284,610
HDFS,hybrid-2,5000,5,6.372,,,,175,352
HDFS,hybrid-3,5000,5,6.370,,,,169,322
HDFS,hybrid-4,5000,5,6.269,,,,165,304
HDFS,hybrid-5,5000,5,6.361,,,,157,286
HDFS,hybrid-6,5000,5,6.409,,,,157,286
HDFS,hybrid-7,5000,5,6.494,,,,157,286
HDFS,hybrid-8,5000,5,6.403,,,,157,286
HDFS,hybrid-9,5000,5,6.428,,,,157,286
HDFS,hybrid-10,5000,5,6.359,,,,157,286
HDFS,PRINS-w4,6000,6,232.990,0.064,194.213,38.714,47641,68325
HDFS,PRINS-w3,6000,6,230.462,0.050,189.903,40.509,47641,68325
HDFS,PRINS-w2,6000,6,234.374,0.054,192.985,41.335,47641,68325
HDFS,PRINS-w1,6000,6,413.204,0.052,367.112,46.039,47641,68325
HDFS,hybrid-0,6000,6,6.732,,,,1015,1928
HDFS,hybrid-1,6000,6,8.617,,,,345,749
HDFS,hybrid-2,6000,6,8.648,,,,303,639
HDFS,hybrid-3,6000,6,8.545,,,,278,554
HDFS,hybrid-4,6000,6,8.623,,,,254,535
HDFS,hybrid-5,6000,6,8.497,,,,216,429
HDFS,hybrid-6,6000,6,8.623,,,,212,406
HDFS,hybrid-7,6000,6,8.779,,,,200,399
HDFS,hybrid-8,6000,6,8.751,,,,193,355
HDFS,hybrid-9,6000,6,8.775,,,,191,338
HDFS,hybrid-10,6000,6,8.854,,,,190,329
HDFS,PRINS-w4,6000,6,260.527,0.051,216.729,43.746,47641,68325
HDFS,PRINS-w3,6000,6,275.650,0.053,230.718,44.879,47641,68325
HDFS,PRINS-w2,6000,6,267.206,0.053,221.697,45.456,47641,68325
HDFS,PRINS-w1,6000,6,435.395,0.055,391.078,44.263,47641,68325
HDFS,hybrid-0,6000,6,6.453,,,,1015,1928
HDFS,hybrid-1,6000,6,8.599,,,,345,749
HDFS,hybrid-2,6000,6,8.485,,,,303,639
HDFS,hybrid-3,6000,6,8.408,,,,278,554
HDFS,hybrid-4,6000,6,8.412,,,,254,535
HDFS,hybrid-5,6000,6,8.445,,,,216,429
HDFS,hybrid-6,6000,6,8.445,,,,212,406
HDFS,hybrid-7,6000,6,8.566,,,,200,399
HDFS,hybrid-8,6000,6,8.583,,,,193,355
HDFS,hybrid-9,6000,6,8.602,,,,191,338
HDFS,hybrid-10,6000,6,8.604,,,,190,329
HDFS,PRINS-w4,6000,6,266.021,0.050,221.000,44.971,47641,68325
HDFS,PRINS-w3,6000,6,255.145,0.049,207.402,47.694,47641,68325
HDFS,PRINS-w2,6000,6,267.511,0.054,222.351,45.106,47641,68325
HDFS,PRINS-w1,6000,6,442.581,0.055,395.673,46.853,47641,68325
HDFS,hybrid-0,6000,6,6.588,,,,1015,1928
HDFS,hybrid-1,6000,6,8.619,,,,345,749
HDFS,hybrid-2,6000,6,8.676,,,,303,639
HDFS,hybrid-3,6000,6,8.540,,,,278,554
HDFS,hybrid-4,6000,6,8.634,,,,254,535
HDFS,hybrid-5,6000,6,8.462,,,,216,429
HDFS,hybrid-6,6000,6,8.586,,,,212,406
HDFS,hybrid-7,6000,6,8.754,,,,200,399
HDFS,hybrid-8,6000,6,8.741,,,,193,355
HDFS,hybrid-9,6000,6,8.737,,,,191,338
HDFS,hybrid-10,6000,6,8.730,,,,190,329
HDFS,PRINS-w4,7000,7,280.169,0.057,212.299,67.813,62798,85417
HDFS,PRINS-w3,7000,7,330.110,0.061,257.544,72.505,62798,85417
HDFS,PRINS-w2,7000,7,354.435,0.121,286.342,67.973,62798,85417
HDFS,PRINS-w1,7000,7,506.749,0.118,438.287,68.343,62798,85417
HDFS,hybrid-0,7000,7,6.941,,,,1081,1935
HDFS,hybrid-1,7000,7,11.541,,,,287,478
HDFS,hybrid-2,7000,7,11.553,,,,266,425
HDFS,hybrid-3,7000,7,11.495,,,,239,375
HDFS,hybrid-4,7000,7,11.481,,,,239,375
HDFS,hybrid-5,7000,7,11.375,,,,239,375
HDFS,hybrid-6,7000,7,11.372,,,,239,375
HDFS,hybrid-7,7000,7,11.418,,,,239,375
HDFS,hybrid-8,7000,7,11.314,,,,239,375
HDFS,hybrid-9,7000,7,11.332,,,,239,375
HDFS,hybrid-10,7000,7,11.341,,,,239,375
HDFS,PRINS-w4,7000,7,286.999,0.056,219.156,67.787,62798,85417
HDFS,PRINS-w3,7000,7,324.061,0.062,253.487,70.512,62798,85417
HDFS,PRINS-w2,7000,7,314.476,0.118,252.070,62.289,62798,85417
HDFS,PRINS-w1,7000,7,438.684,0.113,374.410,64.160,62798,85417
HDFS,hybrid-0,7000,7,6.441,,,,1081,1935
HDFS,hybrid-1,7000,7,10.639,,,,287,478
HDFS,hybrid-2,7000,7,10.820,,,,266,425
HDFS,hybrid-3,7000,7,11.439,,,,239,375
HDFS,hybrid-4,7000,7,11.466,,,,239,375
HDFS,hybrid-5,7000,7,11.384,,,,239,375
HDFS,hybrid-6,7000,7,11.001,,,,239,375
HDFS,hybrid-7,7000,7,10.648,,,,239,375
HDFS,hybrid-8,7000,7,10.635,,,,239,375
HDFS,hybrid-9,7000,7,10.608,,,,239,375
HDFS,hybrid-10,7000,7,10.665,,,,239,375
