system,technique,num_logs,time_s,PR_time,IN_time,S_time,states,transitions
Linux,PRINS-w1,42,415.670,0.004,413.829,1.837,2700,3378
Linux,PRINS-w1,42,464.014,0.004,461.883,2.127,2700,3378
Linux,PRINS-w1,42,495.721,0.004,493.514,2.203,2700,3378
Linux,PRINS-w1,42,415.005,0.003,413.165,1.837,2700,3378
Linux,PRINS-w1,42,453.601,0.004,451.608,1.989,2700,3378
Linux,PRINS-w1,42,497.487,0.004,495.261,2.222,2700,3378
Linux,PRINS-w1,42,424.272,0.003,422.370,1.899,2700,3378
Linux,MINT-SYS,42,1561.259,,,,342,476
Linux,MINT-SYS,42,1564.675,,,,342,476
Linux,MINT-SYS,42,1483.765,,,,342,476
Linux,MINT-SYS,42,1483.027,,,,342,476
Linux,MINT-SYS,42,1640.462,,,,342,476
Linux,MINT-SYS,42,1995.357,,,,342,476
Linux,MINT-SYS,42,1467.451,,,,342,476
Linux,MINT-SYS,42,1589.540,,,,342,476
Linux,MINT-SYS,42,1832.415,,,,342,476
Linux,MINT-SYS,42,1464.174,,,,342,476
Linux,hybrid-9,42,5.036,,,,2170,6083
Linux,hybrid-9,42,4.827,,,,2170,6083
Linux,hybrid-9,42,4.475,,,,2170,6083
Linux,hybrid-9,42,4.526,,,,2170,6083
Linux,hybrid-9,42,5.000,,,,2170,6083
Linux,hybrid-9,42,5.401,,,,2170,6083
Linux,hybrid-9,42,4.511,,,,2170,6083
Linux,hybrid-9,42,4.902,,,,2170,6083
Linux,hybrid-9,42,5.370,,,,2170,6083
Linux,hybrid-9,42,4.530,,,,2170,6083
Linux,hybrid-8,42,4.462,,,,1975,3913
Linux,hybrid-8,42,4.295,,,,1975,3913
Linux,hybrid-8,42,4.083,,,,1975,3913
Linux,hybrid-8,42,4.243,,,,1975,3913
Linux,hybrid-8,42,4.548,,,,1975,3913
Linux,hybrid-8,42,4.945,,,,1975,3913
Linux,hybrid-8,42,4.065,,,,1975,3913
Linux,hybrid-8,42,4.468,,,,1975,3913
Linux,hybrid-8,42,4.895,,,,1975,3913
Linux,hybrid-8,42,4.117,,,,1975,3913
Linux,hybrid-7,42,4.445,,,,1991,4047
Linux,hybrid-7,42,4.352,,,,1991,4047
Linux,hybrid-7,42,4.056,,,,1991,4047
Linux,hybrid-7,42,4.087,,,,1991,4047
Linux,hybrid-7,42,4.580,,,,1991,4047
Linux,hybrid-7,42,4.830,,,,1991,4047
Linux,hybrid-7,42,4.046,,,,1991,4047
Linux,hybrid-7,42,4.486,,,,1991,4047
Linux,hybrid-7,42,4.848,,,,1991,4047
Linux,hybrid-7,42,4.071,,,,1991,4047
Linux,hybrid-6,42,4.245,,,,1741,2729
Linux,hybrid-6,42,4.125,,,,1741,2729
Linux,hybrid-6,42,3.847,,,,1741,2729
Linux,hybrid-6,42,3.915,,,,1741,2729
Linux,hybrid-6,42,4.333,,,,1741,2729
Linux,hybrid-6,42,4.666,,,,1741,2729
Linux,hybrid-6,42,3.879,,,,1741,2729
Linux,hybrid-6,42,4.191,,,,1741,2729
Linux,hybrid-6,42,4.597,,,,1741,2729
Linux,hybrid-6,42,3.907,,,,1741,2729
Linux,hybrid-5,42,4.269,,,,1759,2782
Linux,hybrid-5,42,4.124,,,,1759,2782
Linux,hybrid-5,42,3.898,,,,1759,2782
Linux,hybrid-5,42,3.934,,,,1759,2782
Linux,hybrid-5,42,4.327,,,,1759,2782
Linux,hybrid-5,42,4.708,,,,1759,2782
Linux,hybrid-5,42,3.865,,,,1759,2782
Linux,hybrid-5,42,4.233,,,,1759,2782
Linux,hybrid-5,42,4.598,,,,1759,2782
Linux,hybrid-5,42,3.924,,,,1759,2782
Linux,hybrid-4,42,4.321,,,,1773,2799
Linux,hybrid-4,42,4.243,,,,1773,2799
Linux,hybrid-4,42,3.960,,,,1773,2799
Linux,hybrid-4,42,4.042,,,,1773,2799
Linux,hybrid-4,42,4.413,,,,1773,2799
Linux,hybrid-4,42,4.890,,,,1773,2799
Linux,hybrid-4,42,3.962,,,,1773,2799
Linux,hybrid-4,42,4.340,,,,1773,2799
Linux,hybrid-4,42,4.678,,,,1773,2799
Linux,hybrid-4,42,4.023,,,,1773,2799
Linux,hybrid-3,42,4.351,,,,1853,3061
Linux,hybrid-3,42,4.190,,,,1853,3061
Linux,hybrid-3,42,3.982,,,,1853,3061
Linux,hybrid-3,42,4.026,,,,1853,3061
Linux,hybrid-3,42,4.497,,,,1853,3061
Linux,hybrid-3,42,4.883,,,,1853,3061
Linux,hybrid-3,42,3.988,,,,1853,3061
Linux,hybrid-3,42,4.355,,,,1853,3061
Linux,hybrid-3,42,4.725,,,,1853,3061
Linux,hybrid-3,42,4.042,,,,1853,3061
Linux,hybrid-2,42,4.245,,,,1800,2768
Linux,hybrid-2,42,4.077,,,,1800,2768
Linux,hybrid-2,42,3.877,,,,1800,2768
Linux,hybrid-2,42,3.930,,,,1800,2768
Linux,hybrid-2,42,4.417,,,,1800,2768
Linux,hybrid-2,42,4.673,,,,1800,2768
Linux,hybrid-2,42,3.878,,,,1800,2768
Linux,hybrid-2,42,4.307,,,,1800,2768
Linux,hybrid-2,42,4.554,,,,1800,2768
Linux,hybrid-2,42,3.914,,,,1800,2768
Linux,hybrid-10,42,4.802,,,,1815,4535
Linux,hybrid-10,42,4.699,,,,1815,4535
Linux,hybrid-10,42,4.387,,,,1815,4535
Linux,hybrid-10,42,4.380,,,,1815,4535
Linux,hybrid-10,42,4.938,,,,1815,4535
Linux,hybrid-10,42,5.269,,,,1815,4535
Linux,hybrid-10,42,4.411,,,,1815,4535
Linux,hybrid-10,42,4.835,,,,1815,4535
Linux,hybrid-10,42,5.322,,,,1815,4535
Linux,hybrid-10,42,4.427,,,,1815,4535
Linux,hybrid-1,42,4.270,,,,1990,3322
Linux,hybrid-1,42,4.074,,,,1990,3322
Linux,hybrid-1,42,3.908,,,,1990,3322
Linux,hybrid-1,42,3.946,,,,1990,3322
Linux,hybrid-1,42,4.403,,,,1990,3322
Linux,hybrid-1,42,4.695,,,,1990,3322
Linux,hybrid-1,42,3.893,,,,1990,3322
Linux,hybrid-1,42,4.298,,,,1990,3322
Linux,hybrid-1,42,4.661,,,,1990,3322
Linux,hybrid-1,42,3.993,,,,1990,3322
Linux,hybrid-0,42,1.297,,,,3522,6503
Linux,hybrid-0,42,1.328,,,,3522,6503
Linux,hybrid-0,42,1.206,,,,3522,6503
Linux,hybrid-0,42,1.292,,,,3522,6503
Linux,hybrid-0,42,1.278,,,,3522,6503
Linux,hybrid-0,42,1.348,,,,3522,6503
Linux,hybrid-0,42,1.217,,,,3522,6503
Linux,hybrid-0,42,1.329,,,,3522,6503
Linux,hybrid-0,42,1.427,,,,3522,6503
Linux,hybrid-0,42,1.223,,,,3522,6503
NGLClient,PRINS-w4,42,3.973,0.001,3.607,0.366,633,740
NGLClient,PRINS-w4,42,4.122,0.000,3.753,0.368,633,740
NGLClient,PRINS-w4,42,3.950,0.000,3.609,0.340,633,740
NGLClient,PRINS-w4,42,6.024,0.000,5.662,0.363,633,740
NGLClient,PRINS-w4,42,4.619,0.000,4.251,0.367,633,740
NGLClient,PRINS-w4,42,4.485,0.001,4.116,0.369,633,740
NGLClient,PRINS-w4,42,3.953,0.000,3.616,0.337,633,740
NGLClient,PRINS-w4,42,3.981,0.001,3.615,0.365,633,740
NGLClient,PRINS-w4,42,4.438,0.001,4.111,0.327,633,740
NGLClient,PRINS-w4,42,4.061,0.000,3.724,0.337,633,740
NGLClient,PRINS-w3,42,4.230,0.001,3.876,0.353,633,740
NGLClient,PRINS-w3,42,4.367,0.000,4.004,0.362,633,740
NGLClient,PRINS-w3,42,4.217,0.000,3.878,0.339,633,740
NGLClient,PRINS-w3,42,6.697,0.001,6.339,0.358,633,740
NGLClient,PRINS-w3,42,5.518,0.001,5.150,0.367,633,740
NGLClient,PRINS-w3,42,4.803,0.001,4.443,0.359,633,740
NGLClient,PRINS-w3,42,4.285,0.000,3.952,0.333,633,740
NGLClient,PRINS-w3,42,4.095,0.000,3.731,0.364,633,740
NGLClient,PRINS-w3,42,4.891,0.001,4.521,0.369,633,740
NGLClient,PRINS-w3,42,4.299,0.000,3.965,0.333,633,740
NGLClient,PRINS-w2,42,5.410,0.000,5.075,0.334,633,740
NGLClient,PRINS-w2,42,5.386,0.000,5.041,0.345,633,740
NGLClient,PRINS-w2,42,5.278,0.000,4.989,0.288,633,740
NGLClient,PRINS-w2,42,8.905,0.000,8.544,0.361,633,740
NGLClient,PRINS-w2,42,6.462,0.000,6.043,0.419,633,740
NGLClient,PRINS-w2,42,6.461,0.001,6.110,0.351,633,740
NGLClient,PRINS-w2,42,5.389,0.000,5.079,0.309,633,740
NGLClient,PRINS-w2,42,5.336,0.000,4.982,0.353,633,740
NGLClient,PRINS-w2,42,5.960,0.001,5.614,0.346,633,740
NGLClient,PRINS-w2,42,5.427,0.000,5.126,0.301,633,740
NGLClient,PRINS-w1,42,10.951,0.000,10.622,0.328,633,740
NGLClient,PRINS-w1,42,10.956,0.000,10.622,0.334,633,740
NGLClient,PRINS-w1,42,10.940,0.000,10.614,0.325,633,740
NGLClient,PRINS-w1,42,12.818,0.000,12.469,0.348,633,740
NGLClient,PRINS-w1,42,11.158,0.001,10.834,0.324,633,740
NGLClient,PRINS-w1,42,11.940,0.001,11.609,0.331,633,740
NGLClient,PRINS-w1,42,10.893,0.000,10.610,0.283,633,740
NGLClient,PRINS-w1,42,10.815,0.000,10.476,0.338,633,740
NGLClient,PRINS-w1,42,11.377,0.001,11.025,0.351,633,740
NGLClient,PRINS-w1,42,10.825,0.000,10.507,0.318,633,740
NGLClient,MINT-SYS,42,2.258,,,,148,160
NGLClient,MINT-SYS,42,2.635,,,,148,160
NGLClient,MINT-SYS,42,2.233,,,,148,160
NGLClient,MINT-SYS,42,3.341,,,,148,160
NGLClient,MINT-SYS,42,2.589,,,,148,160
NGLClient,MINT-SYS,42,2.607,,,,148,160
NGLClient,MINT-SYS,42,2.617,,,,148,160
NGLClient,MINT-SYS,42,2.253,,,,148,160
NGLClient,MINT-SYS,42,2.481,,,,148,160
NGLClient,MINT-SYS,42,2.702,,,,148,160
NGLClient,hybrid-9,42,0.282,,,,154,195
NGLClient,hybrid-9,42,0.288,,,,154,195
NGLClient,hybrid-9,42,0.258,,,,154,195
NGLClient,hybrid-9,42,0.280,,,,154,195
NGLClient,hybrid-9,42,0.283,,,,154,195
NGLClient,hybrid-9,42,0.296,,,,154,195
NGLClient,hybrid-9,42,0.280,,,,154,195
NGLClient,hybrid-9,42,0.244,,,,154,195
NGLClient,hybrid-9,42,0.272,,,,154,195
NGLClient,hybrid-9,42,0.250,,,,154,195
NGLClient,hybrid-8,42,0.282,,,,154,195
NGLClient,hybrid-8,42,0.291,,,,154,195
NGLClient,hybrid-8,42,0.258,,,,154,195
NGLClient,hybrid-8,42,0.283,,,,154,195
NGLClient,hybrid-8,42,0.283,,,,154,195
NGLClient,hybrid-8,42,0.311,,,,154,195
NGLClient,hybrid-8,42,0.269,,,,154,195
NGLClient,hybrid-8,42,0.269,,,,154,195
NGLClient,hybrid-8,42,0.285,,,,154,195
NGLClient,hybrid-8,42,0.260,,,,154,195
NGLClient,hybrid-7,42,0.283,,,,154,195
NGLClient,hybrid-7,42,0.276,,,,154,195
NGLClient,hybrid-7,42,0.244,,,,154,195
NGLClient,hybrid-7,42,0.280,,,,154,195
NGLClient,hybrid-7,42,0.282,,,,154,195
NGLClient,hybrid-7,42,0.322,,,,154,195
NGLClient,hybrid-7,42,0.259,,,,154,195
NGLClient,hybrid-7,42,0.246,,,,154,195
NGLClient,hybrid-7,42,0.281,,,,154,195
NGLClient,hybrid-7,42,0.260,,,,154,195
NGLClient,hybrid-6,42,0.281,,,,154,195
NGLClient,hybrid-6,42,0.275,,,,154,195
NGLClient,hybrid-6,42,0.260,,,,154,195
NGLClient,hybrid-6,42,0.279,,,,154,195
NGLClient,hybrid-6,42,0.282,,,,154,195
NGLClient,hybrid-6,42,0.274,,,,154,195
NGLClient,hybrid-6,42,0.259,,,,154,195
NGLClient,hybrid-6,42,0.282,,,,154,195
NGLClient,hybrid-6,42,0.277,,,,154,195
NGLClient,hybrid-6,42,0.260,,,,154,195
NGLClient,hybrid-5,42,0.280,,,,154,195
NGLClient,hybrid-5,42,0.284,,,,154,195
NGLClient,hybrid-5,42,0.258,,,,154,195
NGLClient,hybrid-5,42,0.276,,,,154,195
NGLClient,hybrid-5,42,0.282,,,,154,195
NGLClient,hybrid-5,42,0.315,,,,154,195
NGLClient,hybrid-5,42,0.258,,,,154,195
NGLClient,hybrid-5,42,0.277,,,,154,195
NGLClient,hybrid-5,42,0.290,,,,154,195
NGLClient,hybrid-5,42,0.259,,,,154,195
NGLClient,hybrid-4,42,0.282,,,,154,195
NGLClient,hybrid-4,42,0.287,,,,154,195
NGLClient,hybrid-4,42,0.266,,,,154,195
NGLClient,hybrid-4,42,0.280,,,,154,195
NGLClient,hybrid-4,42,0.283,,,,154,195
NGLClient,hybrid-4,42,0.300,,,,154,195
NGLClient,hybrid-4,42,0.260,,,,154,195
NGLClient,hybrid-4,42,0.281,,,,154,195
NGLClient,hybrid-4,42,0.287,,,,154,195
NGLClient,hybrid-4,42,0.259,,,,154,195
NGLClient,hybrid-3,42,0.281,,,,154,195
NGLClient,hybrid-3,42,0.288,,,,154,195
NGLClient,hybrid-3,42,0.257,,,,154,195
NGLClient,hybrid-3,42,0.284,,,,154,195
NGLClient,hybrid-3,42,0.284,,,,154,195
NGLClient,hybrid-3,42,0.306,,,,154,195
NGLClient,hybrid-3,42,0.259,,,,154,195
NGLClient,hybrid-3,42,0.281,,,,154,195
NGLClient,hybrid-3,42,0.291,,,,154,195
NGLClient,hybrid-3,42,0.260,,,,154,195
NGLClient,hybrid-2,42,0.281,,,,154,195
NGLClient,hybrid-2,42,0.287,,,,154,195
NGLClient,hybrid-2,42,0.257,,,,154,195
NGLClient,hybrid-2,42,0.285,,,,154,195
NGLClient,hybrid-2,42,0.303,,,,154,195
NGLClient,hybrid-2,42,0.290,,,,154,195
NGLClient,hybrid-2,42,0.259,,,,154,195
NGLClient,hybrid-2,42,0.245,,,,154,195
NGLClient,hybrid-2,42,0.289,,,,154,195
NGLClient,hybrid-2,42,0.260,,,,154,195
NGLClient,hybrid-10,42,0.282,,,,154,195
NGLClient,hybrid-10,42,0.297,,,,154,195
NGLClient,hybrid-10,42,0.258,,,,154,195
NGLClient,hybrid-10,42,0.281,,,,154,195
NGLClient,hybrid-10,42,0.282,,,,154,195
NGLClient,hybrid-10,42,0.286,,,,154,195
NGLClient,hybrid-10,42,0.262,,,,154,195
NGLClient,hybrid-10,42,0.243,,,,154,195
NGLClient,hybrid-10,42,0.289,,,,154,195
NGLClient,hybrid-10,42,0.266,,,,154,195
NGLClient,hybrid-1,42,0.286,,,,154,195
NGLClient,hybrid-1,42,0.289,,,,154,195
NGLClient,hybrid-1,42,0.258,,,,154,195
NGLClient,hybrid-1,42,0.287,,,,154,195
NGLClient,hybrid-1,42,0.293,,,,154,195
NGLClient,hybrid-1,42,0.306,,,,154,195
NGLClient,hybrid-1,42,0.257,,,,154,195
NGLClient,hybrid-1,42,0.270,,,,154,195
NGLClient,hybrid-1,42,0.279,,,,154,195
NGLClient,hybrid-1,42,0.266,,,,154,195
NGLClient,hybrid-0,42,0.086,,,,158,203
NGLClient,hybrid-0,42,0.086,,,,158,203
NGLClient,hybrid-0,42,0.086,,,,158,203
NGLClient,hybrid-0,42,0.086,,,,158,203
NGLClient,hybrid-0,42,0.087,,,,158,203
NGLClient,hybrid-0,42,0.091,,,,158,203
NGLClient,hybrid-0,42,0.085,,,,158,203
NGLClient,hybrid-0,42,0.087,,,,158,203
NGLClient,hybrid-0,42,0.073,,,,158,203
NGLClient,hybrid-0,42,0.085,,,,158,203
Oobelib,PRINS-w4,250,1192.931,0.026,1177.043,15.863,31811,36410
Oobelib,PRINS-w4,250,1147.695,0.026,1131.462,16.208,31811,36410
Oobelib,PRINS-w4,250,1146.560,0.027,1130.559,15.974,31811,36410
Oobelib,PRINS-w4,250,1139.265,0.054,1123.242,15.969,31811,36410
Oobelib,PRINS-w4,250,1145.279,0.027,1129.467,15.785,31811,36410
Oobelib,PRINS-w4,250,1180.052,0.024,1163.987,16.041,31811,36410
Oobelib,PRINS-w4,250,1154.048,0.024,1137.983,16.041,31811,36410
Oobelib,PRINS-w4,250,1194.756,0.026,1178.906,15.825,31811,36410
Oobelib,PRINS-w4,250,1191.794,0.026,1175.832,15.936,31811,36410
Oobelib,PRINS-w4,250,1145.352,0.024,1129.475,15.854,31811,36410
Oobelib,PRINS-w3,250,1134.074,0.024,1118.009,16.041,31811,36410
Oobelib,PRINS-w3,250,1139.996,0.026,1124.150,15.821,31811,36410
Oobelib,PRINS-w3,250,1180.982,0.024,1165.044,15.914,31811,36410
Oobelib,PRINS-w3,250,1180.395,0.026,1164.566,15.804,31811,36410
Oobelib,PRINS-w3,250,1187.520,0.026,1171.716,15.779,31811,36410
Oobelib,PRINS-w3,250,1140.659,0.024,1124.532,16.103,31811,36410
Oobelib,PRINS-w3,250,1190.609,0.026,1174.848,15.735,31811,36410
Oobelib,PRINS-w3,250,1193.978,0.026,1177.943,16.010,31811,36410
Oobelib,PRINS-w3,250,1196.487,0.026,1180.442,16.020,31811,36410
Oobelib,PRINS-w3,250,1191.746,0.026,1175.744,15.977,31811,36410
Oobelib,PRINS-w2,250,1203.968,0.026,1187.763,16.179,31811,36410
Oobelib,PRINS-w2,250,1140.224,0.026,1124.333,15.866,31811,36410
Oobelib,PRINS-w2,250,1207.080,0.024,1191.225,15.831,31811,36410
Oobelib,PRINS-w2,250,1131.783,0.024,1115.877,15.882,31811,36410
Oobelib,PRINS-w2,250,1194.300,0.024,1178.288,15.989,31811,36410
Oobelib,PRINS-w2,250,1176.057,0.024,1160.148,15.885,31811,36410
Oobelib,PRINS-w2,250,1197.734,0.027,1181.819,15.888,31811,36410
Oobelib,PRINS-w2,250,1197.285,0.027,1181.409,15.849,31811,36410
Oobelib,PRINS-w2,250,1152.170,0.024,1136.198,15.948,31811,36410
Oobelib,PRINS-w2,250,1192.881,0.024,1177.002,15.855,31811,36410
Oobelib,PRINS-w1,250,1204.833,0.024,1188.996,15.813,31811,36410
Oobelib,PRINS-w1,250,1167.626,0.024,1151.682,15.920,31811,36410
Oobelib,PRINS-w1,250,1242.687,0.024,1226.793,15.870,31811,36410
Oobelib,PRINS-w1,250,1208.508,0.026,1192.592,15.891,31811,36410
Oobelib,PRINS-w1,250,1154.369,0.024,1138.388,15.957,31811,36410
Oobelib,PRINS-w1,250,1205.586,0.026,1189.671,15.890,31811,36410
Oobelib,PRINS-w1,250,1187.862,0.026,1171.959,15.878,31811,36410
Oobelib,PRINS-w1,250,1204.523,0.027,1188.420,16.076,31811,36410
Oobelib,PRINS-w1,250,1155.638,0.024,1139.666,15.948,31811,36410
Oobelib,PRINS-w1,250,1194.669,0.024,1178.714,15.932,31811,36410
Oobelib,MINT-SYS,250,5065.972,,,,447,545
Oobelib,MINT-SYS,250,5384.083,,,,447,545
Oobelib,MINT-SYS,250,4953.380,,,,447,545
Oobelib,MINT-SYS,250,5441.702,,,,447,545
Oobelib,MINT-SYS,250,5516.416,,,,447,545
Oobelib,MINT-SYS,250,5847.592,,,,447,545
Oobelib,MINT-SYS,250,5074.690,,,,447,545
Oobelib,MINT-SYS,250,5349.779,,,,447,545
Oobelib,MINT-SYS,250,5801.309,,,,447,545
Oobelib,MINT-SYS,250,4981.171,,,,447,545
Oobelib,hybrid-9,250,12.649,,,,1104,1366
Oobelib,hybrid-9,250,12.620,,,,1104,1366
Oobelib,hybrid-9,250,10.642,,,,1104,1366
Oobelib,hybrid-9,250,12.302,,,,1104,1366
Oobelib,hybrid-9,250,13.801,,,,1104,1366
Oobelib,hybrid-9,250,15.977,,,,1104,1366
Oobelib,hybrid-9,250,11.086,,,,1104,1366
Oobelib,hybrid-9,250,12.649,,,,1104,1366
Oobelib,hybrid-9,250,12.620,,,,1104,1366
Oobelib,hybrid-9,250,10.642,,,,1104,1366
Oobelib,hybrid-8,250,12.729,,,,1104,1366
Oobelib,hybrid-8,250,12.470,,,,1104,1366
Oobelib,hybrid-8,250,10.648,,,,1104,1366
Oobelib,hybrid-8,250,12.681,,,,1104,1366
Oobelib,hybrid-8,250,13.781,,,,1104,1366
Oobelib,hybrid-8,250,16.002,,,,1104,1366
Oobelib,hybrid-8,250,11.101,,,,1104,1366
Oobelib,hybrid-8,250,12.729,,,,1104,1366
Oobelib,hybrid-8,250,12.470,,,,1104,1366
Oobelib,hybrid-8,250,10.648,,,,1104,1366
Oobelib,hybrid-7,250,12.631,,,,1104,1366
Oobelib,hybrid-7,250,12.419,,,,1104,1366
Oobelib,hybrid-7,250,10.625,,,,1104,1366
Oobelib,hybrid-7,250,12.687,,,,1104,1366
Oobelib,hybrid-7,250,13.902,,,,1104,1366
Oobelib,hybrid-7,250,15.955,,,,1104,1366
Oobelib,hybrid-7,250,11.116,,,,1104,1366
Oobelib,hybrid-7,250,12.631,,,,1104,1366
Oobelib,hybrid-7,250,12.419,,,,1104,1366
Oobelib,hybrid-7,250,10.625,,,,1104,1366
Oobelib,hybrid-6,250,12.650,,,,1104,1366
Oobelib,hybrid-6,250,12.487,,,,1104,1366
Oobelib,hybrid-6,250,10.653,,,,1104,1366
Oobelib,hybrid-6,250,12.362,,,,1104,1366
Oobelib,hybrid-6,250,13.882,,,,1104,1366
Oobelib,hybrid-6,250,15.997,,,,1104,1366
Oobelib,hybrid-6,250,11.222,,,,1104,1366
Oobelib,hybrid-6,250,12.650,,,,1104,1366
Oobelib,hybrid-6,250,12.487,,,,1104,1366
Oobelib,hybrid-6,250,10.653,,,,1104,1366
Oobelib,hybrid-5,250,12.826,,,,1104,1366
Oobelib,hybrid-5,250,12.338,,,,1104,1366
Oobelib,hybrid-5,250,10.656,,,,1104,1366
Oobelib,hybrid-5,250,12.242,,,,1104,1366
Oobelib,hybrid-5,250,13.808,,,,1104,1366
Oobelib,hybrid-5,250,15.969,,,,1104,1366
Oobelib,hybrid-5,250,11.610,,,,1104,1366
Oobelib,hybrid-5,250,12.826,,,,1104,1366
Oobelib,hybrid-5,250,12.338,,,,1104,1366
Oobelib,hybrid-5,250,10.656,,,,1104,1366
Oobelib,hybrid-4,250,12.588,,,,1104,1366
Oobelib,hybrid-4,250,12.496,,,,1104,1366
Oobelib,hybrid-4,250,10.655,,,,1104,1366
Oobelib,hybrid-4,250,11.890,,,,1104,1366
Oobelib,hybrid-4,250,13.739,,,,1104,1366
Oobelib,hybrid-4,250,15.922,,,,1104,1366
Oobelib,hybrid-4,250,12.016,,,,1104,1366
Oobelib,hybrid-4,250,12.588,,,,1104,1366
Oobelib,hybrid-4,250,12.496,,,,1104,1366
Oobelib,hybrid-4,250,10.655,,,,1104,1366
Oobelib,hybrid-3,250,12.792,,,,1104,1366
Oobelib,hybrid-3,250,12.543,,,,1104,1366
Oobelib,hybrid-3,250,10.646,,,,1104,1366
Oobelib,hybrid-3,250,11.866,,,,1104,1366
Oobelib,hybrid-3,250,13.839,,,,1104,1366
Oobelib,hybrid-3,250,15.962,,,,1104,1366
Oobelib,hybrid-3,250,11.915,,,,1104,1366
Oobelib,hybrid-3,250,12.792,,,,1104,1366
Oobelib,hybrid-3,250,12.543,,,,1104,1366
Oobelib,hybrid-3,250,10.646,,,,1104,1366
Oobelib,hybrid-2,250,12.760,,,,1105,1368
Oobelib,hybrid-2,250,12.379,,,,1105,1368
Oobelib,hybrid-2,250,10.646,,,,1105,1368
Oobelib,hybrid-2,250,11.855,,,,1105,1368
Oobelib,hybrid-2,250,13.793,,,,1105,1368
Oobelib,hybrid-2,250,16.022,,,,1105,1368
Oobelib,hybrid-2,250,11.911,,,,1105,1368
Oobelib,hybrid-2,250,12.760,,,,1105,1368
Oobelib,hybrid-2,250,12.379,,,,1105,1368
Oobelib,hybrid-2,250,10.646,,,,1105,1368
Oobelib,hybrid-10,250,12.724,,,,1104,1366
Oobelib,hybrid-10,250,12.546,,,,1104,1366
Oobelib,hybrid-10,250,10.624,,,,1104,1366
Oobelib,hybrid-10,250,12.309,,,,1104,1366
Oobelib,hybrid-10,250,13.897,,,,1104,1366
Oobelib,hybrid-10,250,15.972,,,,1104,1366
Oobelib,hybrid-10,250,11.661,,,,1104,1366
Oobelib,hybrid-10,250,12.724,,,,1104,1366
Oobelib,hybrid-10,250,12.546,,,,1104,1366
Oobelib,hybrid-10,250,10.624,,,,1104,1366
Oobelib,hybrid-1,250,13.084,,,,1195,1484
Oobelib,hybrid-1,250,12.371,,,,1195,1484
Oobelib,hybrid-1,250,10.649,,,,1195,1484
Oobelib,hybrid-1,250,11.925,,,,1195,1484
Oobelib,hybrid-1,250,13.758,,,,1195,1484
Oobelib,hybrid-1,250,16.116,,,,1195,1484
Oobelib,hybrid-1,250,11.925,,,,1195,1484
Oobelib,hybrid-1,250,13.084,,,,1195,1484
Oobelib,hybrid-1,250,12.371,,,,1195,1484
Oobelib,hybrid-1,250,10.649,,,,1195,1484
Oobelib,hybrid-0,250,2.114,,,,1220,1519
Oobelib,hybrid-0,250,2.110,,,,1220,1519
Oobelib,hybrid-0,250,1.884,,,,1220,1519
Oobelib,hybrid-0,250,2.031,,,,1220,1519
Oobelib,hybrid-0,250,2.117,,,,1220,1519
Oobelib,hybrid-0,250,2.379,,,,1220,1519
Oobelib,hybrid-0,250,2.036,,,,1220,1519
Oobelib,hybrid-0,250,2.114,,,,1220,1519
Oobelib,hybrid-0,250,2.110,,,,1220,1519
Oobelib,hybrid-0,250,1.884,,,,1220,1519
PDApp,MINT-SYS,787,1207.927,,,,1301,1466
PDApp,MINT-SYS,787,1361.227,,,,1301,1466
PDApp,MINT-SYS,787,1252.126,,,,1301,1466
PDApp,MINT-SYS,787,1311.181,,,,1301,1466
PDApp,MINT-SYS,787,1192.753,,,,1301,1466
PDApp,MINT-SYS,787,1246.328,,,,1301,1466
PDApp,MINT-SYS,787,1306.005,,,,1301,1466
PDApp,MINT-SYS,787,1271.135,,,,1301,1466
PDApp,MINT-SYS,787,1229.773,,,,1301,1466
PDApp,MINT-SYS,787,1238.950,,,,1301,1466
PDApp,PRINS-w4,787,624.231,0.015,539.006,85.210,38607,42218
PDApp,PRINS-w4,787,699.808,0.016,600.245,99.547,38607,42218
PDApp,PRINS-w4,787,642.297,0.017,544.989,97.292,38607,42218
PDApp,PRINS-w4,787,662.642,0.015,555.733,106.893,38607,42218
PDApp,PRINS-w4,787,594.489,0.016,509.477,84.995,38607,42218
PDApp,PRINS-w4,787,651.810,0.015,553.470,98.325,38607,42218
PDApp,PRINS-w4,787,676.088,0.017,571.616,104.456,38607,42218
PDApp,PRINS-w4,787,644.645,0.016,547.783,96.846,38607,42218
PDApp,PRINS-w4,787,624.346,0.016,529.620,94.710,38607,42218
PDApp,PRINS-w4,787,651.998,0.016,557.560,94.423,38607,42218
PDApp,PRINS-w3,787,614.558,0.016,522.596,91.946,38607,42218
PDApp,PRINS-w3,787,726.583,0.018,585.601,140.965,38607,42218
PDApp,PRINS-w3,787,643.923,0.019,540.309,103.595,38607,42218
PDApp,PRINS-w3,787,698.551,0.018,591.620,106.913,38607,42218
PDApp,PRINS-w3,787,620.015,0.018,529.970,90.027,38607,42218
PDApp,PRINS-w3,787,647.274,0.018,544.269,102.987,38607,42218
PDApp,PRINS-w3,787,682.875,0.019,571.767,111.089,38607,42218
PDApp,PRINS-w3,787,680.003,0.018,575.112,104.873,38607,42218
PDApp,PRINS-w3,787,648.855,0.018,546.855,101.983,38607,42218
PDApp,PRINS-w3,787,669.126,0.018,565.587,103.521,38607,42218
