system,technique,num_logs,time_s,PR_time,IN_time,S_time,states,transitions
PDApp,PRINS-w2,787,633.153,0.015,538.608,94.531,38607,42218
PDApp,PRINS-w2,787,718.973,0.018,595.037,123.918,38607,42218
PDApp,PRINS-w2,787,648.134,0.017,544.463,103.654,38607,42218
PDApp,PRINS-w2,787,689.821,0.016,581.253,108.552,38607,42218
PDApp,PRINS-w2,787,598.975,0.017,508.238,90.720,38607,42218
PDApp,PRINS-w2,787,648.685,0.017,547.394,101.274,38607,42218
PDApp,PRINS-w2,787,684.769,0.017,573.393,111.359,38607,42218
PDApp,PRINS-w2,787,656.865,0.017,552.912,103.937,38607,42218
PDApp,PRINS-w2,787,638.511,0.017,537.384,101.110,38607,42218
PDApp,PRINS-w2,787,650.053,0.017,548.356,101.679,38607,42218
PDApp,PRINS-w1,787,692.216,0.015,597.160,95.041,38607,42218
PDApp,PRINS-w1,787,772.730,0.018,646.317,126.395,38607,42218
PDApp,PRINS-w1,787,707.690,0.017,604.772,102.902,38607,42218
PDApp,PRINS-w1,787,792.477,0.016,677.445,115.016,38607,42218
PDApp,PRINS-w1,787,651.493,0.017,560.272,91.204,38607,42218
PDApp,PRINS-w1,787,683.611,0.015,581.808,101.788,38607,42218
PDApp,PRINS-w1,787,753.697,0.017,641.696,111.983,38607,42218
PDApp,PRINS-w1,787,726.113,0.017,620.919,105.177,38607,42218
PDApp,PRINS-w1,787,685.708,0.017,584.726,100.966,38607,42218
PDApp,PRINS-w1,787,696.329,0.016,595.077,101.236,38607,42218
PDApp,hybrid-0,787,2.030,,,,3552,3850
PDApp,hybrid-0,787,2.285,,,,3552,3850
PDApp,hybrid-0,787,1.984,,,,3552,3850
PDApp,hybrid-0,787,2.067,,,,3552,3850
PDApp,hybrid-0,787,1.858,,,,3552,3850
PDApp,hybrid-0,787,1.887,,,,3552,3850
PDApp,hybrid-0,787,2.092,,,,3552,3850
PDApp,hybrid-0,787,2.013,,,,3552,3850
PDApp,hybrid-0,787,1.919,,,,3552,3850
PDApp,hybrid-0,787,1.980,,,,3552,3850
PDApp,hybrid-1,787,12.861,,,,3523,3801
PDApp,hybrid-1,787,12.959,,,,3523,3801
PDApp,hybrid-1,787,13.309,,,,3523,3801
PDApp,hybrid-1,787,14.650,,,,3523,3801
PDApp,hybrid-1,787,12.409,,,,3523,3801
PDApp,hybrid-1,787,13.288,,,,3523,3801
PDApp,hybrid-1,787,14.287,,,,3523,3801
PDApp,hybrid-1,787,13.866,,,,3523,3801
PDApp,hybrid-1,787,12.840,,,,3523,3801
PDApp,hybrid-1,787,13.590,,,,3523,3801
PDApp,hybrid-2,787,12.680,,,,3522,3796
PDApp,hybrid-2,787,12.923,,,,3522,3796
PDApp,hybrid-2,787,13.820,,,,3522,3796
PDApp,hybrid-2,787,14.479,,,,3522,3796
PDApp,hybrid-2,787,12.456,,,,3522,3796
PDApp,hybrid-2,787,13.287,,,,3522,3796
PDApp,hybrid-2,787,14.439,,,,3522,3796
PDApp,hybrid-2,787,13.598,,,,3522,3796
PDApp,hybrid-2,787,12.725,,,,3522,3796
PDApp,hybrid-2,787,13.579,,,,3522,3796
PDApp,hybrid-3,787,12.696,,,,3521,3794
PDApp,hybrid-3,787,13.444,,,,3521,3794
PDApp,hybrid-3,787,13.850,,,,3521,3794
PDApp,hybrid-3,787,14.588,,,,3521,3794
PDApp,hybrid-3,787,12.485,,,,3521,3794
PDApp,hybrid-3,787,13.394,,,,3521,3794
PDApp,hybrid-3,787,14.409,,,,3521,3794
PDApp,hybrid-3,787,13.596,,,,3521,3794
PDApp,hybrid-3,787,12.824,,,,3521,3794
PDApp,hybrid-3,787,13.490,,,,3521,3794
PDApp,hybrid-4,787,12.846,,,,3521,3794
PDApp,hybrid-4,787,13.237,,,,3521,3794
PDApp,hybrid-4,787,13.792,,,,3521,3794
PDApp,hybrid-4,787,14.778,,,,3521,3794
PDApp,hybrid-4,787,12.511,,,,3521,3794
PDApp,hybrid-4,787,13.432,,,,3521,3794
PDApp,hybrid-4,787,14.493,,,,3521,3794
PDApp,hybrid-4,787,13.917,,,,3521,3794
PDApp,hybrid-4,787,12.843,,,,3521,3794
PDApp,hybrid-4,787,13.526,,,,3521,3794
PDApp,hybrid-5,787,12.814,,,,3521,3794
PDApp,hybrid-5,787,13.001,,,,3521,3794
PDApp,hybrid-5,787,13.826,,,,3521,3794
PDApp,hybrid-5,787,14.601,,,,3521,3794
PDApp,hybrid-5,787,12.503,,,,3521,3794
PDApp,hybrid-5,787,13.316,,,,3521,3794
PDApp,hybrid-5,787,14.433,,,,3521,3794
PDApp,hybrid-5,787,13.729,,,,3521,3794
PDApp,hybrid-5,787,13.365,,,,3521,3794
PDApp,hybrid-5,787,13.515,,,,3521,3794
PDApp,hybrid-6,787,13.312,,,,3521,3794
PDApp,hybrid-6,787,12.919,,,,3521,3794
PDApp,hybrid-6,787,13.806,,,,3521,3794
PDApp,hybrid-6,787,14.558,,,,3521,3794
PDApp,hybrid-6,787,12.528,,,,3521,3794
PDApp,hybrid-6,787,13.513,,,,3521,3794
PDApp,hybrid-6,787,14.474,,,,3521,3794
PDApp,hybrid-6,787,13.540,,,,3521,3794
PDApp,hybrid-6,787,13.361,,,,3521,3794
PDApp,hybrid-6,787,13.469,,,,3521,3794
PDApp,hybrid-7,787,12.900,,,,3521,3794
PDApp,hybrid-7,787,13.545,,,,3521,3794
PDApp,hybrid-7,787,13.776,,,,3521,3794
PDApp,hybrid-7,787,14.754,,,,3521,3794
PDApp,hybrid-7,787,12.494,,,,3521,3794
PDApp,hybrid-7,787,12.681,,,,3521,3794
PDApp,hybrid-7,787,14.443,,,,3521,3794
PDApp,hybrid-7,787,13.758,,,,3521,3794
PDApp,hybrid-7,787,13.381,,,,3521,3794
PDApp,hybrid-7,787,13.445,,,,3521,3794
PDApp,hybrid-8,787,13.143,,,,3521,3794
PDApp,hybrid-8,787,13.334,,,,3521,3794
PDApp,hybrid-8,787,13.743,,,,3521,3794
PDApp,hybrid-8,787,14.615,,,,3521,3794
PDApp,hybrid-8,787,12.639,,,,3521,3794
PDApp,hybrid-8,787,12.666,,,,3521,3794
PDApp,hybrid-8,787,14.411,,,,3521,3794
PDApp,hybrid-8,787,13.903,,,,3521,3794
PDApp,hybrid-8,787,13.405,,,,3521,3794
PDApp,hybrid-8,787,13.387,,,,3521,3794
PDApp,hybrid-9,787,12.834,,,,3521,3794
PDApp,hybrid-9,787,12.939,,,,3521,3794
PDApp,hybrid-9,787,13.735,,,,3521,3794
PDApp,hybrid-9,787,14.499,,,,3521,3794
PDApp,hybrid-9,787,12.487,,,,3521,3794
PDApp,hybrid-9,787,12.607,,,,3521,3794
PDApp,hybrid-9,787,14.460,,,,3521,3794
PDApp,hybrid-9,787,13.547,,,,3521,3794
PDApp,hybrid-9,787,13.335,,,,3521,3794
PDApp,hybrid-9,787,13.394,,,,3521,3794
PDApp,hybrid-10,787,12.892,,,,3521,3794
PDApp,hybrid-10,787,12.966,,,,3521,3794
PDApp,hybrid-10,787,13.700,,,,3521,3794
PDApp,hybrid-10,787,14.708,,,,3521,3794
PDApp,hybrid-10,787,12.511,,,,3521,3794
PDApp,hybrid-10,787,12.613,,,,3521,3794
PDApp,hybrid-10,787,14.388,,,,3521,3794
PDApp,hybrid-10,787,14.529,,,,3521,3794
PDApp,hybrid-10,787,13.469,,,,3521,3794
PDApp,hybrid-10,787,12.850,,,,3521,3794
Zookeeper,PRINS-w4,36,209.457,0.007,201.061,8.389,2673,3660
Zookeeper,PRINS-w4,36,191.818,0.007,183.598,8.213,2673,3660
Zookeeper,PRINS-w4,36,198.778,0.007,190.633,8.137,2673,3660
Zookeeper,PRINS-w4,36,197.523,0.008,189.408,8.108,2673,3660
Zookeeper,PRINS-w4,36,220.638,0.009,211.755,8.874,2673,3660
Zookeeper,PRINS-w4,36,263.082,0.009,253.601,9.472,2673,3660
Zookeeper,PRINS-w4,36,197.545,0.007,189.348,8.189,2673,3660
Zookeeper,PRINS-w4,36,215.112,0.008,206.302,8.802,2673,3660
Zookeeper,PRINS-w4,36,250.724,0.009,241.295,9.420,2673,3660
Zookeeper,PRINS-w4,36,200.339,0.007,192.136,8.197,2673,3660
Zookeeper,PRINS-w3,36,210.318,0.008,201.455,8.855,2673,3660
Zookeeper,PRINS-w3,36,207.470,0.008,199.068,8.395,2673,3660
Zookeeper,PRINS-w3,36,193.473,0.007,185.250,8.216,2673,3660
Zookeeper,PRINS-w3,36,196.501,0.007,188.157,8.337,2673,3660
Zookeeper,PRINS-w3,36,223.279,0.008,214.365,8.905,2673,3660
Zookeeper,PRINS-w3,36,271.154,0.009,261.539,9.606,2673,3660
Zookeeper,PRINS-w3,36,188.687,0.008,180.495,8.185,2673,3660
Zookeeper,PRINS-w3,36,215.035,0.008,206.461,8.565,2673,3660
Zookeeper,PRINS-w3,36,249.914,0.009,240.467,9.438,2673,3660
Zookeeper,PRINS-w3,36,196.558,0.007,188.434,8.117,2673,3660
Zookeeper,PRINS-w2,36,216.689,0.008,208.021,8.660,2673,3660
Zookeeper,PRINS-w2,36,205.331,0.008,196.999,8.324,2673,3660
Zookeeper,PRINS-w2,36,204.671,0.008,196.503,8.160,2673,3660
Zookeeper,PRINS-w2,36,198.407,0.008,190.236,8.164,2673,3660
Zookeeper,PRINS-w2,36,219.177,0.008,210.311,8.857,2673,3660
Zookeeper,PRINS-w2,36,264.289,0.010,254.789,9.490,2673,3660
Zookeeper,PRINS-w2,36,200.224,0.007,192.134,8.083,2673,3660
Zookeeper,PRINS-w2,36,211.341,0.008,202.457,8.876,2673,3660
Zookeeper,PRINS-w2,36,257.053,0.009,247.506,9.537,2673,3660
Zookeeper,PRINS-w2,36,192.017,0.007,183.824,8.186,2673,3660
Zookeeper,PRINS-w1,36,249.583,0.008,240.754,8.822,2673,3660
Zookeeper,PRINS-w1,36,241.981,0.008,233.269,8.704,2673,3660
Zookeeper,PRINS-w1,36,239.855,0.008,231.673,8.174,2673,3660
Zookeeper,PRINS-w1,36,239.445,0.007,231.288,8.149,2673,3660
Zookeeper,PRINS-w1,36,274.939,0.008,265.937,8.993,2673,3660
Zookeeper,PRINS-w1,36,323.749,0.010,314.182,9.558,2673,3660
Zookeeper,PRINS-w1,36,233.794,0.007,225.718,8.069,2673,3660
Zookeeper,PRINS-w1,36,263.300,0.008,254.232,9.060,2673,3660
Zookeeper,PRINS-w1,36,297.181,0.009,287.625,9.547,2673,3660
Zookeeper,PRINS-w1,36,233.913,0.007,225.790,8.116,2673,3660
Zookeeper,MINT-SYS,36,2008.411,,,,376,553
Zookeeper,MINT-SYS,36,1874.933,,,,376,553
Zookeeper,MINT-SYS,36,1879.420,,,,376,553
Zookeeper,MINT-SYS,36,1898.270,,,,376,553
Zookeeper,MINT-SYS,36,2120.411,,,,376,553
Zookeeper,MINT-SYS,36,2584.407,,,,376,553
Zookeeper,MINT-SYS,36,1770.908,,,,376,553
Zookeeper,MINT-SYS,36,2082.374,,,,376,553
Zookeeper,MINT-SYS,36,2264.953,,,,376,553
Zookeeper,MINT-SYS,36,1840.566,,,,376,553
Zookeeper,hybrid-9,36,2.073,,,,692,1564
Zookeeper,hybrid-9,36,2.161,,,,692,1564
Zookeeper,hybrid-9,36,1.981,,,,692,1564
Zookeeper,hybrid-9,36,2.001,,,,692,1564
Zookeeper,hybrid-9,36,2.132,,,,692,1564
Zookeeper,hybrid-9,36,2.606,,,,692,1564
Zookeeper,hybrid-9,36,2.042,,,,692,1564
Zookeeper,hybrid-9,36,2.055,,,,692,1564
Zookeeper,hybrid-9,36,2.271,,,,692,1564
Zookeeper,hybrid-9,36,2.000,,,,692,1564
Zookeeper,hybrid-8,36,2.045,,,,742,1667
Zookeeper,hybrid-8,36,2.192,,,,742,1667
Zookeeper,hybrid-8,36,1.998,,,,742,1667
Zookeeper,hybrid-8,36,2.022,,,,742,1667
Zookeeper,hybrid-8,36,2.162,,,,742,1667
Zookeeper,hybrid-8,36,2.526,,,,742,1667
Zookeeper,hybrid-8,36,2.030,,,,742,1667
Zookeeper,hybrid-8,36,2.048,,,,742,1667
Zookeeper,hybrid-8,36,2.307,,,,742,1667
Zookeeper,hybrid-8,36,2.015,,,,742,1667
Zookeeper,hybrid-7,36,2.066,,,,774,1775
Zookeeper,hybrid-7,36,2.177,,,,774,1775
Zookeeper,hybrid-7,36,2.001,,,,774,1775
Zookeeper,hybrid-7,36,2.027,,,,774,1775
Zookeeper,hybrid-7,36,2.184,,,,774,1775
Zookeeper,hybrid-7,36,2.517,,,,774,1775
Zookeeper,hybrid-7,36,2.001,,,,774,1775
Zookeeper,hybrid-7,36,2.043,,,,774,1775
Zookeeper,hybrid-7,36,2.536,,,,774,1775
Zookeeper,hybrid-7,36,2.040,,,,774,1775
Zookeeper,hybrid-6,36,2.118,,,,959,2508
Zookeeper,hybrid-6,36,2.244,,,,959,2508
Zookeeper,hybrid-6,36,2.002,,,,959,2508
Zookeeper,hybrid-6,36,2.079,,,,959,2508
Zookeeper,hybrid-6,36,2.236,,,,959,2508
Zookeeper,hybrid-6,36,2.609,,,,959,2508
Zookeeper,hybrid-6,36,2.103,,,,959,2508
Zookeeper,hybrid-6,36,2.109,,,,959,2508
Zookeeper,hybrid-6,36,2.509,,,,959,2508
Zookeeper,hybrid-6,36,2.045,,,,959,2508
Zookeeper,hybrid-5,36,2.070,,,,948,2417
Zookeeper,hybrid-5,36,2.230,,,,948,2417
Zookeeper,hybrid-5,36,1.994,,,,948,2417
Zookeeper,hybrid-5,36,2.026,,,,948,2417
Zookeeper,hybrid-5,36,2.203,,,,948,2417
Zookeeper,hybrid-5,36,2.544,,,,948,2417
Zookeeper,hybrid-5,36,2.049,,,,948,2417
Zookeeper,hybrid-5,36,2.030,,,,948,2417
Zookeeper,hybrid-5,36,2.574,,,,948,2417
Zookeeper,hybrid-5,36,1.983,,,,948,2417
Zookeeper,hybrid-4,36,2.037,,,,984,2518
Zookeeper,hybrid-4,36,2.160,,,,984,2518
Zookeeper,hybrid-4,36,2.013,,,,984,2518
Zookeeper,hybrid-4,36,2.047,,,,984,2518
Zookeeper,hybrid-4,36,2.177,,,,984,2518
Zookeeper,hybrid-4,36,2.599,,,,984,2518
Zookeeper,hybrid-4,36,2.052,,,,984,2518
Zookeeper,hybrid-4,36,2.068,,,,984,2518
Zookeeper,hybrid-4,36,2.589,,,,984,2518
Zookeeper,hybrid-4,36,2.010,,,,984,2518
Zookeeper,hybrid-3,36,2.154,,,,1209,3197
Zookeeper,hybrid-3,36,2.264,,,,1209,3197
Zookeeper,hybrid-3,36,2.073,,,,1209,3197
Zookeeper,hybrid-3,36,2.058,,,,1209,3197
Zookeeper,hybrid-3,36,2.270,,,,1209,3197
Zookeeper,hybrid-3,36,2.699,,,,1209,3197
Zookeeper,hybrid-3,36,2.105,,,,1209,3197
Zookeeper,hybrid-3,36,2.124,,,,1209,3197
Zookeeper,hybrid-3,36,2.683,,,,1209,3197
Zookeeper,hybrid-3,36,2.098,,,,1209,3197
Zookeeper,hybrid-2,36,2.413,,,,1906,5544
Zookeeper,hybrid-2,36,2.542,,,,1906,5544
Zookeeper,hybrid-2,36,2.317,,,,1906,5544
Zookeeper,hybrid-2,36,2.414,,,,1906,5544
Zookeeper,hybrid-2,36,2.576,,,,1906,5544
Zookeeper,hybrid-2,36,2.998,,,,1906,5544
Zookeeper,hybrid-2,36,2.370,,,,1906,5544
Zookeeper,hybrid-2,36,2.389,,,,1906,5544
Zookeeper,hybrid-2,36,2.927,,,,1906,5544
Zookeeper,hybrid-2,36,2.342,,,,1906,5544
Zookeeper,hybrid-10,36,2.119,,,,776,1967
Zookeeper,hybrid-10,36,2.213,,,,776,1967
Zookeeper,hybrid-10,36,2.040,,,,776,1967
Zookeeper,hybrid-10,36,2.059,,,,776,1967
Zookeeper,hybrid-10,36,2.234,,,,776,1967
Zookeeper,hybrid-10,36,2.613,,,,776,1967
Zookeeper,hybrid-10,36,2.084,,,,776,1967
Zookeeper,hybrid-10,36,2.104,,,,776,1967
Zookeeper,hybrid-10,36,2.355,,,,776,1967
Zookeeper,hybrid-10,36,2.084,,,,776,1967
Zookeeper,hybrid-1,36,3.170,,,,3184,10667
Zookeeper,hybrid-1,36,3.333,,,,3184,10667
Zookeeper,hybrid-1,36,3.004,,,,3184,10667
Zookeeper,hybrid-1,36,3.161,,,,3184,10667
Zookeeper,hybrid-1,36,3.382,,,,3184,10667
Zookeeper,hybrid-1,36,3.826,,,,3184,10667
Zookeeper,hybrid-1,36,3.072,,,,3184,10667
Zookeeper,hybrid-1,36,3.123,,,,3184,10667
Zookeeper,hybrid-1,36,3.830,,,,3184,10667
Zookeeper,hybrid-1,36,3.058,,,,3184,10667
Zookeeper,hybrid-0,36,5211.502,,,,310362,951344
Zookeeper,hybrid-0,36,5232.549,,,,310362,951344
Zookeeper,hybrid-0,36,4503.140,,,,310362,951344
Zookeeper,hybrid-0,36,5143.358,,,,310362,951344
Zookeeper,hybrid-0,36,5524.760,,,,310362,951344
Zookeeper,hybrid-0,36,6375.223,,,,310362,951344
Zookeeper,hybrid-0,36,5284.179,,,,310362,951344
Zookeeper,hybrid-0,36,5496.532,,,,310362,951344
Zookeeper,hybrid-0,36,6420.725,,,,310362,951344
Zookeeper,hybrid-0,36,4560.751,,,,310362,951344
