logID,lineID,sid,time,tid,component,message,template,values
16,13,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T18:24:10:026+0200,56,ngl-lib_HttpRequestDelegate,Received Response with status 200,Received Response with status <*>,['200']
16,14,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T18:24:10:026+0200,67,ngl-lib_HttpRequestDelegate,URLSessionDataTask didReceiveData 479 bytes,URLSessionDataTask didReceiveData <*> bytes,['479']
16,15,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T18:24:10:026+0200,59,ngl-lib_HttpRestConnectorForPost,SendHttpRequestSync: Post Request complete,SendHttpRequestSync: Post Request complete,[]
16,16,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T18:24:10:026+0200,17,ngl-lib_NglAppLib ErrorID=110,GetLatestNglProfile Status: Unhandled Error,GetLatestNglProfile Status: Unhandled Error,[]
16,17,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T18:24:10:026+0200,54,ngl-lib_NglController,ProcessV2Profile: request id: 145 api: 12 call-status: 110 profile-status: 403 sequence: subsequent workflow?: yes spinner?: no,ProcessV2Profile: request id: <*> api: <*> call-status: <*> profile-status: <*> sequence: <*> workflow?: <*> spinner?: <*>,"['145', '12', '110', '403', 'subsequent', 'yes', 'no']"
16,18,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T18:24:10:026+0200,29,ngl-lib_NglController,HandleV2Response: Cannot handle undefined response (request 145 type 9 status 403 sequence subsequent),HandleV2Response: Cannot handle undefined response (request <*> type <*> status <*> sequence <*>),"['145', '9', '403', 'subsequent']"
16,19,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T18:24:10:026+0200,54,ngl-lib_NglController,ProcessV2Profile: request id: 145 api: 12 call-status: 110 profile-status: 403 sequence: subsequent workflow?: yes spinner?: no,ProcessV2Profile: request id: <*> api: <*> call-status: <*> profile-status: <*> sequence: <*> workflow?: <*> spinner?: <*>,"['145', '12', '110', '403', 'subsequent', 'yes', 'no']"
16,20,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T18:24:10:026+0200,55,ngl-lib_NglController,ProcessV2Profile: Subsequent profile failure: existing profile status 403,ProcessV2Profile: Subsequent profile failure: existing profile status <*>,['403']
16,21,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T19:24:08:566+0200,23,ngl-lib_NglController,GetRefreshProfile: invoked with initial result: none & GetProfile type: 0,GetRefreshProfile: invoked with initial result: <*> & GetProfile type: <*>,"['none', '0']"
17,1,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T19:24:08:568+0200,6,ngl-lib_NglController,ExecuteRequest: request id: 146 api: 12 data?: no workflow?: no,ExecuteRequest: request id: <*> api: <*> data?: <*> workflow?: no,"['146', '12', 'no']"
17,2,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T19:24:08:596+0200,57,ngl-lib_DataStorage,SaveToStorageImpl: New note created,SaveToStorageImpl: New note created,[]
17,3,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T19:24:08:613+0200,42,ngl-lib_SPVerifier,IsValidSignedProfile: Signature verification success,IsValidSignedProfile: Signature verification success,[]
17,4,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T19:24:08:615+0200,8,ngl-lib_COPWebAPIConnector,Fetching Information for User : Req-Id-683e9962-2d4c-44c6-8392-5118cb76f6ac,Fetching Information for User : <*>,['Req-Id-683e9962-2d4c-44c6-8392-5118cb76f6ac']
17,5,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T19:24:08:615+0200,58,ngl-lib_HttpRestConnectorForPost,SendHttpRequestSync: Post Request about to start,SendHttpRequestSync: Post Request about to start,[]
17,6,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T19:24:08:615+0200,60,ngl-lib_HTTPRequestMac,SendHttpRequestSyncInternal: Calling endpoint https://lcs-cops.adobe.io/asnp/unlicensed/v1,SendHttpRequestSyncInternal: Calling endpoint <*>,['https://lcs-cops.adobe.io/asnp/unlicensed/v1']
17,7,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T19:24:09:148+0200,56,ngl-lib_HttpRequestDelegate,Received Response with status 204,Received Response with status <*>,['204']
17,8,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T19:24:09:148+0200,28,ngl-lib_HttpRequestDelegate,Got empty response,Got empty response,[]
17,9,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T19:24:09:148+0200,59,ngl-lib_HttpRestConnectorForPost,SendHttpRequestSync: Post Request complete,SendHttpRequestSync: Post Request complete,[]
17,10,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T19:24:09:149+0200,10,ngl-lib_NUSecureProfileFetcher ErrorID=COPRetrieverStatus:13,GetAuthenticatedProfile : Failed to fetch ASNP,GetAuthenticatedProfile : Failed to fetch ASNP,[]
17,11,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T19:24:09:156+0200,58,ngl-lib_HttpRestConnectorForPost,SendHttpRequestSync: Post Request about to start,SendHttpRequestSync: Post Request about to start,[]
17,12,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T19:24:09:156+0200,60,ngl-lib_HTTPRequestMac,SendHttpRequestSyncInternal: Calling endpoint https://lcs-robs.adobe.io/v1/workflow/error_notification,SendHttpRequestSyncInternal: Calling endpoint <*>,['https://lcs-robs.adobe.io/v1/workflow/error_notification']
17,13,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T19:24:09:678+0200,56,ngl-lib_HttpRequestDelegate,Received Response with status 200,Received Response with status <*>,['200']
17,14,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T19:24:09:678+0200,67,ngl-lib_HttpRequestDelegate,URLSessionDataTask didReceiveData 479 bytes,URLSessionDataTask didReceiveData <*> bytes,['479']
17,15,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T19:24:09:678+0200,59,ngl-lib_HttpRestConnectorForPost,SendHttpRequestSync: Post Request complete,SendHttpRequestSync: Post Request complete,[]
17,16,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T19:24:09:678+0200,17,ngl-lib_NglAppLib ErrorID=110,GetLatestNglProfile Status: Unhandled Error,GetLatestNglProfile Status: Unhandled Error,[]
17,17,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T19:24:09:678+0200,54,ngl-lib_NglController,ProcessV2Profile: request id: 146 api: 12 call-status: 110 profile-status: 403 sequence: subsequent workflow?: yes spinner?: no,ProcessV2Profile: request id: <*> api: <*> call-status: <*> profile-status: <*> sequence: <*> workflow?: <*> spinner?: <*>,"['146', '12', '110', '403', 'subsequent', 'yes', 'no']"
17,18,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T19:24:09:678+0200,29,ngl-lib_NglController,HandleV2Response: Cannot handle undefined response (request 146 type 9 status 403 sequence subsequent),HandleV2Response: Cannot handle undefined response (request <*> type <*> status <*> sequence <*>),"['146', '9', '403', 'subsequent']"
17,19,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T19:24:09:678+0200,54,ngl-lib_NglController,ProcessV2Profile: request id: 146 api: 12 call-status: 110 profile-status: 403 sequence: subsequent workflow?: yes spinner?: no,ProcessV2Profile: request id: <*> api: <*> call-status: <*> profile-status: <*> sequence: <*> workflow?: <*> spinner?: <*>,"['146', '12', '110', '403', 'subsequent', 'yes', 'no']"
17,20,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T19:24:09:678+0200,55,ngl-lib_NglController,ProcessV2Profile: Subsequent profile failure: existing profile status 403,ProcessV2Profile: Subsequent profile failure: existing profile status <*>,['403']
17,21,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T20:24:08:471+0200,23,ngl-lib_NglController,GetRefreshProfile: invoked with initial result: none & GetProfile type: 0,GetRefreshProfile: invoked with initial result: <*> & GetProfile type: <*>,"['none', '0']"
18,1,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T20:24:08:473+0200,6,ngl-lib_NglController,ExecuteRequest: request id: 147 api: 12 data?: no workflow?: no,ExecuteRequest: request id: <*> api: <*> data?: <*> workflow?: no,"['147', '12', 'no']"
18,2,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T20:24:08:498+0200,57,ngl-lib_DataStorage,SaveToStorageImpl: New note created,SaveToStorageImpl: New note created,[]
18,3,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T20:24:08:516+0200,42,ngl-lib_SPVerifier,IsValidSignedProfile: Signature verification success,IsValidSignedProfile: Signature verification success,[]
18,4,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T20:24:08:517+0200,8,ngl-lib_COPWebAPIConnector,Fetching Information for User : Req-Id-e00f8b2c-5cbe-4d31-a518-0ed9cfb8bceb,Fetching Information for User : <*>,['Req-Id-e00f8b2c-5cbe-4d31-a518-0ed9cfb8bceb']
18,5,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T20:24:08:517+0200,58,ngl-lib_HttpRestConnectorForPost,SendHttpRequestSync: Post Request about to start,SendHttpRequestSync: Post Request about to start,[]
18,6,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T20:24:08:517+0200,60,ngl-lib_HTTPRequestMac,SendHttpRequestSyncInternal: Calling endpoint https://lcs-cops.adobe.io/asnp/unlicensed/v1,SendHttpRequestSyncInternal: Calling endpoint <*>,['https://lcs-cops.adobe.io/asnp/unlicensed/v1']
18,7,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T20:24:08:913+0200,56,ngl-lib_HttpRequestDelegate,Received Response with status 204,Received Response with status <*>,['204']
18,8,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T20:24:08:913+0200,28,ngl-lib_HttpRequestDelegate,Got empty response,Got empty response,[]
18,9,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T20:24:08:913+0200,59,ngl-lib_HttpRestConnectorForPost,SendHttpRequestSync: Post Request complete,SendHttpRequestSync: Post Request complete,[]
18,10,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T20:24:08:913+0200,10,ngl-lib_NUSecureProfileFetcher ErrorID=COPRetrieverStatus:13,GetAuthenticatedProfile : Failed to fetch ASNP,GetAuthenticatedProfile : Failed to fetch ASNP,[]
18,11,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T20:24:08:919+0200,58,ngl-lib_HttpRestConnectorForPost,SendHttpRequestSync: Post Request about to start,SendHttpRequestSync: Post Request about to start,[]
18,12,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T20:24:08:919+0200,60,ngl-lib_HTTPRequestMac,SendHttpRequestSyncInternal: Calling endpoint https://lcs-robs.adobe.io/v1/workflow/error_notification,SendHttpRequestSyncInternal: Calling endpoint <*>,['https://lcs-robs.adobe.io/v1/workflow/error_notification']
18,13,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T20:24:09:154+0200,56,ngl-lib_HttpRequestDelegate,Received Response with status 200,Received Response with status <*>,['200']
18,14,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T20:24:09:154+0200,67,ngl-lib_HttpRequestDelegate,URLSessionDataTask didReceiveData 479 bytes,URLSessionDataTask didReceiveData <*> bytes,['479']
18,15,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T20:24:09:154+0200,59,ngl-lib_HttpRestConnectorForPost,SendHttpRequestSync: Post Request complete,SendHttpRequestSync: Post Request complete,[]
18,16,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T20:24:09:154+0200,17,ngl-lib_NglAppLib ErrorID=110,GetLatestNglProfile Status: Unhandled Error,GetLatestNglProfile Status: Unhandled Error,[]
18,17,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T20:24:09:154+0200,54,ngl-lib_NglController,ProcessV2Profile: request id: 147 api: 12 call-status: 110 profile-status: 403 sequence: subsequent workflow?: yes spinner?: no,ProcessV2Profile: request id: <*> api: <*> call-status: <*> profile-status: <*> sequence: <*> workflow?: <*> spinner?: <*>,"['147', '12', '110', '403', 'subsequent', 'yes', 'no']"
18,18,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T20:24:09:155+0200,29,ngl-lib_NglController,HandleV2Response: Cannot handle undefined response (request 147 type 9 status 403 sequence subsequent),HandleV2Response: Cannot handle undefined response (request <*> type <*> status <*> sequence <*>),"['147', '9', '403', 'subsequent']"
18,19,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T20:24:09:155+0200,54,ngl-lib_NglController,ProcessV2Profile: request id: 147 api: 12 call-status: 110 profile-status: 403 sequence: subsequent workflow?: yes spinner?: no,ProcessV2Profile: request id: <*> api: <*> call-status: <*> profile-status: <*> sequence: <*> workflow?: <*> spinner?: <*>,"['147', '12', '110', '403', 'subsequent', 'yes', 'no']"
18,20,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T20:24:09:155+0200,55,ngl-lib_NglController,ProcessV2Profile: Subsequent profile failure: existing profile status 403,ProcessV2Profile: Subsequent profile failure: existing profile status <*>,['403']
18,21,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T21:24:58:570+0200,23,ngl-lib_NglController,GetRefreshProfile: invoked with initial result: none & GetProfile type: 0,GetRefreshProfile: invoked with initial result: <*> & GetProfile type: <*>,"['none', '0']"
19,1,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T21:24:58:573+0200,6,ngl-lib_NglController,ExecuteRequest: request id: 148 api: 12 data?: no workflow?: no,ExecuteRequest: request id: <*> api: <*> data?: <*> workflow?: no,"['148', '12', 'no']"
19,2,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T21:24:58:603+0200,57,ngl-lib_DataStorage,SaveToStorageImpl: New note created,SaveToStorageImpl: New note created,[]
19,3,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T21:24:58:624+0200,42,ngl-lib_SPVerifier,IsValidSignedProfile: Signature verification success,IsValidSignedProfile: Signature verification success,[]
19,4,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T21:24:58:625+0200,8,ngl-lib_COPWebAPIConnector,Fetching Information for User : Req-Id-0fd1ac81-8a6e-449b-92a9-8993b1dde485,Fetching Information for User : <*>,['Req-Id-0fd1ac81-8a6e-449b-92a9-8993b1dde485']
19,5,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T21:24:58:625+0200,58,ngl-lib_HttpRestConnectorForPost,SendHttpRequestSync: Post Request about to start,SendHttpRequestSync: Post Request about to start,[]
19,6,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T21:24:58:625+0200,60,ngl-lib_HTTPRequestMac,SendHttpRequestSyncInternal: Calling endpoint https://lcs-cops.adobe.io/asnp/unlicensed/v1,SendHttpRequestSyncInternal: Calling endpoint <*>,['https://lcs-cops.adobe.io/asnp/unlicensed/v1']
19,7,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T21:24:58:905+0200,56,ngl-lib_HttpRequestDelegate,Received Response with status 204,Received Response with status <*>,['204']
19,8,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T21:24:58:905+0200,28,ngl-lib_HttpRequestDelegate,Got empty response,Got empty response,[]
19,9,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T21:24:58:905+0200,59,ngl-lib_HttpRestConnectorForPost,SendHttpRequestSync: Post Request complete,SendHttpRequestSync: Post Request complete,[]
19,10,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T21:24:58:906+0200,10,ngl-lib_NUSecureProfileFetcher ErrorID=COPRetrieverStatus:13,GetAuthenticatedProfile : Failed to fetch ASNP,GetAuthenticatedProfile : Failed to fetch ASNP,[]
19,11,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T21:24:58:911+0200,58,ngl-lib_HttpRestConnectorForPost,SendHttpRequestSync: Post Request about to start,SendHttpRequestSync: Post Request about to start,[]
19,12,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T21:24:58:912+0200,60,ngl-lib_HTTPRequestMac,SendHttpRequestSyncInternal: Calling endpoint https://lcs-robs.adobe.io/v1/workflow/error_notification,SendHttpRequestSyncInternal: Calling endpoint <*>,['https://lcs-robs.adobe.io/v1/workflow/error_notification']
19,13,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T21:24:59:272+0200,56,ngl-lib_HttpRequestDelegate,Received Response with status 200,Received Response with status <*>,['200']
19,14,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T21:24:59:273+0200,67,ngl-lib_HttpRequestDelegate,URLSessionDataTask didReceiveData 479 bytes,URLSessionDataTask didReceiveData <*> bytes,['479']
19,15,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T21:24:59:273+0200,59,ngl-lib_HttpRestConnectorForPost,SendHttpRequestSync: Post Request complete,SendHttpRequestSync: Post Request complete,[]
19,16,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T21:24:59:273+0200,17,ngl-lib_NglAppLib ErrorID=110,GetLatestNglProfile Status: Unhandled Error,GetLatestNglProfile Status: Unhandled Error,[]
19,17,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T21:24:59:273+0200,54,ngl-lib_NglController,ProcessV2Profile: request id: 148 api: 12 call-status: 110 profile-status: 403 sequence: subsequent workflow?: yes spinner?: no,ProcessV2Profile: request id: <*> api: <*> call-status: <*> profile-status: <*> sequence: <*> workflow?: <*> spinner?: <*>,"['148', '12', '110', '403', 'subsequent', 'yes', 'no']"
19,18,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T21:24:59:273+0200,29,ngl-lib_NglController,HandleV2Response: Cannot handle undefined response (request 148 type 9 status 403 sequence subsequent),HandleV2Response: Cannot handle undefined response (request <*> type <*> status <*> sequence <*>),"['148', '9', '403', 'subsequent']"
19,19,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T21:24:59:273+0200,54,ngl-lib_NglController,ProcessV2Profile: request id: 148 api: 12 call-status: 110 profile-status: 403 sequence: subsequent workflow?: yes spinner?: no,ProcessV2Profile: request id: <*> api: <*> call-status: <*> profile-status: <*> sequence: <*> workflow?: <*> spinner?: <*>,"['148', '12', '110', '403', 'subsequent', 'yes', 'no']"
19,20,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T21:24:59:273+0200,55,ngl-lib_NglController,ProcessV2Profile: Subsequent profile failure: existing profile status 403,ProcessV2Profile: Subsequent profile failure: existing profile status <*>,['403']
19,21,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-05T09:42:24:358+0200,23,ngl-lib_NglController,GetRefreshProfile: invoked with initial result: none & GetProfile type: 0,GetRefreshProfile: invoked with initial result: <*> & GetProfile type: <*>,"['none', '0']"
20,1,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-05T09:42:24:363+0200,6,ngl-lib_NglController,ExecuteRequest: request id: 149 api: 12 data?: no workflow?: no,ExecuteRequest: request id: <*> api: <*> data?: <*> workflow?: no,"['149', '12', 'no']"
20,2,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-05T09:42:24:377+0200,27,ngl-lib_UserPrincipalDao,GetUserPrincipal failed in GetUserProfile,GetUserPrincipal failed in GetUserProfile,[]
20,3,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-05T09:42:24:378+0200,15,ngl-lib_NglAppLib ErrorID=220,GetLatestNglProfile Status: Error Fetching Access Token : Invalid Device Token,GetLatestNglProfile Status: Error Fetching Access Token : Invalid Device Token,[]
20,4,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-05T09:42:24:378+0200,54,ngl-lib_NglController,ProcessV2Profile: request id: 149 api: 12 call-status: 220 profile-status: 403 sequence: subsequent workflow?: no spinner?: no,ProcessV2Profile: request id: <*> api: <*> call-status: <*> profile-status: <*> sequence: <*> workflow?: <*> spinner?: <*>,"['149', '12', '220', '403', 'subsequent', 'no', 'no']"
20,5,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-05T09:42:24:378+0200,29,ngl-lib_NglController,HandleV2Response: Cannot handle undefined response (request 149 type 9 status 403 sequence subsequent),HandleV2Response: Cannot handle undefined response (request <*> type <*> status <*> sequence <*>),"['149', '9', '403', 'subsequent']"
20,6,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-05T09:42:24:378+0200,54,ngl-lib_NglController,ProcessV2Profile: request id: 149 api: 12 call-status: 220 profile-status: 403 sequence: subsequent workflow?: no spinner?: no,ProcessV2Profile: request id: <*> api: <*> call-status: <*> profile-status: <*> sequence: <*> workflow?: <*> spinner?: <*>,"['149', '12', '220', '403', 'subsequent', 'no', 'no']"
20,7,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-05T09:42:24:378+0200,55,ngl-lib_NglController,ProcessV2Profile: Subsequent profile failure: existing profile status 403,ProcessV2Profile: Subsequent profile failure: existing profile status <*>,['403']
20,8,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-05T09:42:24:378+0200,9,ngl-lib_NglController,"ForceProfileRefresh: cause: 1, delay: 0","ForceProfileRefresh: cause: 1, delay: <*>",['0']
20,9,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-05T09:42:24:379+0200,27,ngl-lib_UserPrincipalDao,GetUserPrincipal failed in GetUserProfile,GetUserPrincipal failed in GetUserProfile,[]
20,10,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-05T09:42:24:379+0200,27,ngl-lib_UserPrincipalDao,GetUserPrincipal failed in GetUserProfile,GetUserPrincipal failed in GetUserProfile,[]
20,11,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-05T09:42:24:379+0200,2,ngl-lib_UserPrincipalDao,DeleteUserPrincipal failed in RemoveUserProfile,DeleteUserPrincipal failed in RemoveUserProfile,[]
20,12,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-05T09:42:24:380+0200,7,ngl-lib_UserPrincipalManager,Failed to remove principal,Failed to remove principal,[]
20,13,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-05T09:42:24:410+0200,1,ngl-lib_DataStorage,DeleteItemFromStorageImpl: Resource successfully deleted,DeleteItemFromStorageImpl: Resource successfully deleted,[]
20,14,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-05T09:42:24:429+0200,1,ngl-lib_DataStorage,DeleteItemFromStorageImpl: Resource successfully deleted,DeleteItemFromStorageImpl: Resource successfully deleted,[]
20,15,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-05T09:42:24:451+0200,1,ngl-lib_DataStorage,DeleteItemFromStorageImpl: Resource successfully deleted,DeleteItemFromStorageImpl: Resource successfully deleted,[]
20,16,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-05T09:42:24:453+0200,6,ngl-lib_NglController,ExecuteRequest: request id: 150 api: 1 data?: no workflow?: no,ExecuteRequest: request id: <*> api: <*> data?: <*> workflow?: no,"['150', '1', 'no']"
20,17,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-05T09:42:24:453+0200,23,ngl-lib_NglController,GetRefreshProfile: invoked with initial result: device_token_invalidated & GetProfile type: 2,GetRefreshProfile: invoked with initial result: <*> & GetProfile type: <*>,"['device_token_invalidated', '2']"
20,18,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-05T09:42:24:453+0200,6,ngl-lib_NglController,ExecuteRequest: request id: 151 api: 12 data?: no workflow?: no,ExecuteRequest: request id: <*> api: <*> data?: <*> workflow?: no,"['151', '12', 'no']"
20,19,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-05T09:42:24:453+0200,19,ngl-lib_NglControllerMapHander,"GetOverrideStatusForLocalSignout  Returning onLocalSignout as - 408 , mOnLocalSignout - 408 , AppLicensemode - 4","GetOverrideStatusForLocalSignout Returning onLocalSignout as - <*> , mOnLocalSignout - <*> , AppLicensemode - <*>","['408', '408', '4']"
20,20,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-05T09:42:24:453+0200,45,ngl-lib_NglController,NotifyData: request id: 150 api: 1,NotifyData: request id: <*> api: <*>,"['150', '1']"
20,21,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-05T09:42:24:453+0200,21,ngl-lib_NglController,GetProfile: request 150 recieved,GetProfile: request <*> recieved,['150']
20,22,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-05T09:42:24:453+0200,22,ngl-lib_NglController,GetProfile: request 150 returned status 408,GetProfile: request <*> returned status <*>,"['150', '408']"
20,23,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-05T09:42:24:454+0200,26,ngl-lib_NUSecureProfileDao,GetSecureProfile : ASNP and prefetched ASNP not found,GetSecureProfile : ASNP and prefetched ASNP not found,[]
20,24,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-05T09:42:24:455+0200,27,ngl-lib_UserPrincipalDao,GetUserPrincipal failed in GetUserProfile,GetUserPrincipal failed in GetUserProfile,[]
20,25,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-05T09:42:24:456+0200,27,ngl-lib_UserPrincipalDao,GetUserPrincipal failed in GetUserProfile,GetUserPrincipal failed in GetUserProfile,[]
20,26,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-05T09:42:24:457+0200,8,ngl-lib_COPWebAPIConnector,Fetching Information for User : Req-Id-66ab6ba7-a270-434c-b493-37461a174ef3,Fetching Information for User : <*>,['Req-Id-66ab6ba7-a270-434c-b493-37461a174ef3']
20,27,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-05T09:42:24:457+0200,58,ngl-lib_HttpRestConnectorForPost,SendHttpRequestSync: Post Request about to start,SendHttpRequestSync: Post Request about to start,[]
20,28,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-05T09:42:24:457+0200,60,ngl-lib_HTTPRequestMac,SendHttpRequestSyncInternal: Calling endpoint https://lcs-cops.adobe.io/asnp/unlicensed/jwt/v1,SendHttpRequestSyncInternal: Calling endpoint <*>,['https://lcs-cops.adobe.io/asnp/unlicensed/jwt/v1']
20,29,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-05T09:42:24:708+0200,56,ngl-lib_HttpRequestDelegate,Received Response with status 200,Received Response with status <*>,['200']
20,30,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-05T09:42:24:708+0200,67,ngl-lib_HttpRequestDelegate,URLSessionDataTask didReceiveData 5017 bytes,URLSessionDataTask didReceiveData <*> bytes,['5017']
