logID,lineID,sid,time,tid,component,message,template,values
5,13,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-03T21:11:11:525+0200,56,ngl-lib_HttpRequestDelegate,Received Response with status 200,Received Response with status <*>,['200']
5,14,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-03T21:11:11:525+0200,67,ngl-lib_HttpRequestDelegate,URLSessionDataTask didReceiveData 479 bytes,URLSessionDataTask didReceiveData <*> bytes,['479']
5,15,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-03T21:11:11:525+0200,59,ngl-lib_HttpRestConnectorForPost,SendHttpRequestSync: Post Request complete,SendHttpRequestSync: Post Request complete,[]
5,16,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-03T21:11:11:525+0200,17,ngl-lib_NglAppLib ErrorID=110,GetLatestNglProfile Status: Unhandled Error,GetLatestNglProfile Status: Unhandled Error,[]
5,17,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-03T21:11:11:525+0200,54,ngl-lib_NglController,ProcessV2Profile: request id: 133 api: 12 call-status: 110 profile-status: 403 sequence: subsequent workflow?: yes spinner?: no,ProcessV2Profile: request id: <*> api: <*> call-status: <*> profile-status: <*> sequence: <*> workflow?: <*> spinner?: <*>,"['133', '12', '110', '403', 'subsequent', 'yes', 'no']"
5,18,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-03T21:11:11:525+0200,29,ngl-lib_NglController,HandleV2Response: Cannot handle undefined response (request 133 type 9 status 403 sequence subsequent),HandleV2Response: Cannot handle undefined response (request <*> type <*> status <*> sequence <*>),"['133', '9', '403', 'subsequent']"
5,19,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-03T21:11:11:525+0200,54,ngl-lib_NglController,ProcessV2Profile: request id: 133 api: 12 call-status: 110 profile-status: 403 sequence: subsequent workflow?: yes spinner?: no,ProcessV2Profile: request id: <*> api: <*> call-status: <*> profile-status: <*> sequence: <*> workflow?: <*> spinner?: <*>,"['133', '12', '110', '403', 'subsequent', 'yes', 'no']"
5,20,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-03T21:11:11:525+0200,55,ngl-lib_NglController,ProcessV2Profile: Subsequent profile failure: existing profile status 403,ProcessV2Profile: Subsequent profile failure: existing profile status <*>,['403']
5,21,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T05:23:50:317+0200,12,ngl-lib_NglController,"GetImsAccessToken: invoked clientId: ProjectCentral16 clientScope: openid,AdobeID,creative_cloud,creative_sdk,cc_private,sao.cce_private data?: yes workflow?: no",GetImsAccessToken: invoked clientId: <*> clientScope: <*> data?: <*> workflow?: <*>,"['ProjectCentral16', 'openid,AdobeID,creative_cloud,creative_sdk,cc_private,sao.cce_private', 'yes', 'no']"
6,1,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T05:23:50:318+0200,6,ngl-lib_NglController,ExecuteRequest: request id: 134 api: 2 data?: yes workflow?: no,ExecuteRequest: request id: <*> api: <*> data?: <*> workflow?: no,"['134', '2', 'yes']"
6,2,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T05:23:50:471+0200,58,ngl-lib_HttpRestConnectorForPost,SendHttpRequestSync: Post Request about to start,SendHttpRequestSync: Post Request about to start,[]
6,3,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T05:23:50:472+0200,60,ngl-lib_HTTPRequestMac,SendHttpRequestSyncInternal: Calling endpoint https://ims-prod06.adobelogin.com/ims/token/v1,SendHttpRequestSyncInternal: Calling endpoint <*>,['https://ims-prod06.adobelogin.com/ims/token/v1']
6,4,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T05:24:51:006+0200,28,ngl-lib_HttpRequestDelegate,Got empty response,Got empty response,[]
6,5,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T05:24:51:007+0200,59,ngl-lib_HttpRestConnectorForPost,SendHttpRequestSync: Post Request complete,SendHttpRequestSync: Post Request complete,[]
6,6,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T05:24:51:007+0200,36,ngl-lib_NglCommonLib ErrorID=106,ImsAccessTokenInternal Error in fetching Access Token,ImsAccessTokenInternal Error in fetching Access Token,[]
6,7,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T05:24:51:007+0200,35,ngl-lib_NglCommonLib,ImsAccessTokenInternal - returned with NglStatusCode:106,ImsAccessTokenInternal - returned with <*>,['NglStatusCode:106']
6,8,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T05:24:51:007+0200,33,ngl-lib_NglAppLib ErrorID=106,ImsAccessToken Status: HTTP Request Timed Out,ImsAccessToken Status: HTTP Request Timed Out,[]
6,9,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T05:24:51:007+0200,51,ngl-lib_NglController,ProcessImsResult: request id: 134 api: 2 status: 106 workflow?: no spinner?: no,ProcessImsResult: request id: <*> api: <*> status: <*> workflow?: <*> spinner?: <*>,"['134', '2', '106', 'no', 'no']"
6,10,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T05:24:52:087+0200,45,ngl-lib_NglController,NotifyData: request id: 134 api: 2,NotifyData: request id: <*> api: <*>,"['134', '2']"
6,11,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T05:24:52:087+0200,13,ngl-lib_NglController,GetImsAccessToken: request 134 recieved,GetImsAccessToken: request <*> recieved,['134']
6,12,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T05:24:52:088+0200,14,ngl-lib_NglController,GetImsAccessToken: request 134 returned status 106,GetImsAccessToken: request <*> returned status <*>,"['134', '106']"
6,13,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T09:21:42:267+0200,12,ngl-lib_NglController,"GetImsAccessToken: invoked clientId: ProjectCentral16 clientScope: openid,AdobeID,creative_cloud,creative_sdk,cc_private,sao.cce_private data?: yes workflow?: no",GetImsAccessToken: invoked clientId: <*> clientScope: <*> data?: <*> workflow?: <*>,"['ProjectCentral16', 'openid,AdobeID,creative_cloud,creative_sdk,cc_private,sao.cce_private', 'yes', 'no']"
7,1,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T09:21:42:268+0200,6,ngl-lib_NglController,ExecuteRequest: request id: 135 api: 2 data?: yes workflow?: no,ExecuteRequest: request id: <*> api: <*> data?: <*> workflow?: no,"['135', '2', 'yes']"
7,2,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T09:21:42:329+0200,58,ngl-lib_HttpRestConnectorForPost,SendHttpRequestSync: Post Request about to start,SendHttpRequestSync: Post Request about to start,[]
7,3,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T09:21:42:329+0200,60,ngl-lib_HTTPRequestMac,SendHttpRequestSyncInternal: Calling endpoint https://ims-prod06.adobelogin.com/ims/token/v1,SendHttpRequestSyncInternal: Calling endpoint <*>,['https://ims-prod06.adobelogin.com/ims/token/v1']
7,4,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T09:21:42:668+0200,56,ngl-lib_HttpRequestDelegate,Received Response with status 200,Received Response with status <*>,['200']
7,5,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T09:21:42:668+0200,67,ngl-lib_HttpRequestDelegate,URLSessionDataTask didReceiveData 3775 bytes,URLSessionDataTask didReceiveData <*> bytes,['3775']
7,6,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T09:21:42:668+0200,59,ngl-lib_HttpRestConnectorForPost,SendHttpRequestSync: Post Request complete,SendHttpRequestSync: Post Request complete,[]
7,7,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T09:21:42:668+0200,35,ngl-lib_NglCommonLib,ImsAccessTokenInternal - returned with NglStatusCode:0,ImsAccessTokenInternal - returned with <*>,['NglStatusCode:0']
7,8,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T09:21:42:668+0200,34,ngl-lib_NglAppLib,ImsAccessToken Status: Success,ImsAccessToken Status: Success,[]
7,9,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T09:21:42:668+0200,51,ngl-lib_NglController,ProcessImsResult: request id: 135 api: 2 status: 0 workflow?: no spinner?: no,ProcessImsResult: request id: <*> api: <*> status: <*> workflow?: <*> spinner?: <*>,"['135', '2', '0', 'no', 'no']"
7,10,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T09:21:42:668+0200,45,ngl-lib_NglController,NotifyData: request id: 135 api: 2,NotifyData: request id: <*> api: <*>,"['135', '2']"
7,11,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T09:21:42:668+0200,13,ngl-lib_NglController,GetImsAccessToken: request 135 recieved,GetImsAccessToken: request <*> recieved,['135']
7,12,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T09:21:42:668+0200,14,ngl-lib_NglController,GetImsAccessToken: request 135 returned status 0,GetImsAccessToken: request <*> returned status <*>,"['135', '0']"
7,13,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T09:24:09:608+0200,23,ngl-lib_NglController,GetRefreshProfile: invoked with initial result: none & GetProfile type: 0,GetRefreshProfile: invoked with initial result: <*> & GetProfile type: <*>,"['none', '0']"
7,14,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T09:24:09:608+0200,6,ngl-lib_NglController,ExecuteRequest: request id: 136 api: 12 data?: no workflow?: no,ExecuteRequest: request id: <*> api: <*> data?: <*> workflow?: no,"['136', '12', 'no']"
7,15,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T09:24:09:633+0200,57,ngl-lib_DataStorage,SaveToStorageImpl: New note created,SaveToStorageImpl: New note created,[]
7,16,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T09:24:09:649+0200,42,ngl-lib_SPVerifier,IsValidSignedProfile: Signature verification success,IsValidSignedProfile: Signature verification success,[]
7,17,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T09:24:09:650+0200,8,ngl-lib_COPWebAPIConnector,Fetching Information for User : Req-Id-1a590fee-fb6f-4d95-9856-2b2495f0d651,Fetching Information for User : <*>,['Req-Id-1a590fee-fb6f-4d95-9856-2b2495f0d651']
7,18,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T09:24:09:650+0200,58,ngl-lib_HttpRestConnectorForPost,SendHttpRequestSync: Post Request about to start,SendHttpRequestSync: Post Request about to start,[]
7,19,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T09:24:09:650+0200,60,ngl-lib_HTTPRequestMac,SendHttpRequestSyncInternal: Calling endpoint https://lcs-cops.adobe.io/asnp/unlicensed/v1,SendHttpRequestSyncInternal: Calling endpoint <*>,['https://lcs-cops.adobe.io/asnp/unlicensed/v1']
7,20,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T09:24:10:565+0200,56,ngl-lib_HttpRequestDelegate,Received Response with status 204,Received Response with status <*>,['204']
7,21,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T09:24:10:565+0200,28,ngl-lib_HttpRequestDelegate,Got empty response,Got empty response,[]
7,22,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T09:24:10:565+0200,59,ngl-lib_HttpRestConnectorForPost,SendHttpRequestSync: Post Request complete,SendHttpRequestSync: Post Request complete,[]
7,23,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T09:24:10:565+0200,10,ngl-lib_NUSecureProfileFetcher ErrorID=COPRetrieverStatus:13,GetAuthenticatedProfile : Failed to fetch ASNP,GetAuthenticatedProfile : Failed to fetch ASNP,[]
7,24,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T09:24:10:570+0200,58,ngl-lib_HttpRestConnectorForPost,SendHttpRequestSync: Post Request about to start,SendHttpRequestSync: Post Request about to start,[]
7,25,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T09:24:10:570+0200,60,ngl-lib_HTTPRequestMac,SendHttpRequestSyncInternal: Calling endpoint https://lcs-robs.adobe.io/v1/workflow/error_notification,SendHttpRequestSyncInternal: Calling endpoint <*>,['https://lcs-robs.adobe.io/v1/workflow/error_notification']
7,26,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T09:24:11:805+0200,56,ngl-lib_HttpRequestDelegate,Received Response with status 200,Received Response with status <*>,['200']
7,27,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T09:24:11:805+0200,67,ngl-lib_HttpRequestDelegate,URLSessionDataTask didReceiveData 479 bytes,URLSessionDataTask didReceiveData <*> bytes,['479']
7,28,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T09:24:11:806+0200,59,ngl-lib_HttpRestConnectorForPost,SendHttpRequestSync: Post Request complete,SendHttpRequestSync: Post Request complete,[]
7,29,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T09:24:11:806+0200,17,ngl-lib_NglAppLib ErrorID=110,GetLatestNglProfile Status: Unhandled Error,GetLatestNglProfile Status: Unhandled Error,[]
7,30,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T09:24:11:806+0200,54,ngl-lib_NglController,ProcessV2Profile: request id: 136 api: 12 call-status: 110 profile-status: 403 sequence: subsequent workflow?: yes spinner?: no,ProcessV2Profile: request id: <*> api: <*> call-status: <*> profile-status: <*> sequence: <*> workflow?: <*> spinner?: <*>,"['136', '12', '110', '403', 'subsequent', 'yes', 'no']"
7,31,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T09:24:11:806+0200,29,ngl-lib_NglController,HandleV2Response: Cannot handle undefined response (request 136 type 9 status 403 sequence subsequent),HandleV2Response: Cannot handle undefined response (request <*> type <*> status <*> sequence <*>),"['136', '9', '403', 'subsequent']"
7,32,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T09:24:11:806+0200,54,ngl-lib_NglController,ProcessV2Profile: request id: 136 api: 12 call-status: 110 profile-status: 403 sequence: subsequent workflow?: yes spinner?: no,ProcessV2Profile: request id: <*> api: <*> call-status: <*> profile-status: <*> sequence: <*> workflow?: <*> spinner?: <*>,"['136', '12', '110', '403', 'subsequent', 'yes', 'no']"
7,33,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T09:24:11:806+0200,55,ngl-lib_NglController,ProcessV2Profile: Subsequent profile failure: existing profile status 403,ProcessV2Profile: Subsequent profile failure: existing profile status <*>,['403']
7,34,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T10:24:09:501+0200,23,ngl-lib_NglController,GetRefreshProfile: invoked with initial result: none & GetProfile type: 0,GetRefreshProfile: invoked with initial result: <*> & GetProfile type: <*>,"['none', '0']"
8,1,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T10:24:09:504+0200,6,ngl-lib_NglController,ExecuteRequest: request id: 137 api: 12 data?: no workflow?: no,ExecuteRequest: request id: <*> api: <*> data?: <*> workflow?: no,"['137', '12', 'no']"
8,2,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T10:24:09:537+0200,57,ngl-lib_DataStorage,SaveToStorageImpl: New note created,SaveToStorageImpl: New note created,[]
8,3,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T10:24:09:556+0200,42,ngl-lib_SPVerifier,IsValidSignedProfile: Signature verification success,IsValidSignedProfile: Signature verification success,[]
8,4,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T10:24:09:557+0200,8,ngl-lib_COPWebAPIConnector,Fetching Information for User : Req-Id-36c19e99-8653-42af-aecc-1ce50f5c2cf9,Fetching Information for User : <*>,['Req-Id-36c19e99-8653-42af-aecc-1ce50f5c2cf9']
8,5,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T10:24:09:557+0200,58,ngl-lib_HttpRestConnectorForPost,SendHttpRequestSync: Post Request about to start,SendHttpRequestSync: Post Request about to start,[]
8,6,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T10:24:09:557+0200,60,ngl-lib_HTTPRequestMac,SendHttpRequestSyncInternal: Calling endpoint https://lcs-cops.adobe.io/asnp/unlicensed/v1,SendHttpRequestSyncInternal: Calling endpoint <*>,['https://lcs-cops.adobe.io/asnp/unlicensed/v1']
8,7,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T10:24:11:062+0200,56,ngl-lib_HttpRequestDelegate,Received Response with status 204,Received Response with status <*>,['204']
8,8,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T10:24:11:062+0200,28,ngl-lib_HttpRequestDelegate,Got empty response,Got empty response,[]
8,9,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T10:24:11:062+0200,59,ngl-lib_HttpRestConnectorForPost,SendHttpRequestSync: Post Request complete,SendHttpRequestSync: Post Request complete,[]
8,10,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T10:24:11:062+0200,10,ngl-lib_NUSecureProfileFetcher ErrorID=COPRetrieverStatus:13,GetAuthenticatedProfile : Failed to fetch ASNP,GetAuthenticatedProfile : Failed to fetch ASNP,[]
8,11,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T10:24:11:067+0200,58,ngl-lib_HttpRestConnectorForPost,SendHttpRequestSync: Post Request about to start,SendHttpRequestSync: Post Request about to start,[]
8,12,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T10:24:11:067+0200,60,ngl-lib_HTTPRequestMac,SendHttpRequestSyncInternal: Calling endpoint https://lcs-robs.adobe.io/v1/workflow/error_notification,SendHttpRequestSyncInternal: Calling endpoint <*>,['https://lcs-robs.adobe.io/v1/workflow/error_notification']
8,13,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T10:24:11:456+0200,56,ngl-lib_HttpRequestDelegate,Received Response with status 200,Received Response with status <*>,['200']
8,14,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T10:24:11:456+0200,67,ngl-lib_HttpRequestDelegate,URLSessionDataTask didReceiveData 479 bytes,URLSessionDataTask didReceiveData <*> bytes,['479']
8,15,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T10:24:11:456+0200,59,ngl-lib_HttpRestConnectorForPost,SendHttpRequestSync: Post Request complete,SendHttpRequestSync: Post Request complete,[]
8,16,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T10:24:11:456+0200,17,ngl-lib_NglAppLib ErrorID=110,GetLatestNglProfile Status: Unhandled Error,GetLatestNglProfile Status: Unhandled Error,[]
8,17,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T10:24:11:456+0200,54,ngl-lib_NglController,ProcessV2Profile: request id: 137 api: 12 call-status: 110 profile-status: 403 sequence: subsequent workflow?: yes spinner?: no,ProcessV2Profile: request id: <*> api: <*> call-status: <*> profile-status: <*> sequence: <*> workflow?: <*> spinner?: <*>,"['137', '12', '110', '403', 'subsequent', 'yes', 'no']"
8,18,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T10:24:11:456+0200,29,ngl-lib_NglController,HandleV2Response: Cannot handle undefined response (request 137 type 9 status 403 sequence subsequent),HandleV2Response: Cannot handle undefined response (request <*> type <*> status <*> sequence <*>),"['137', '9', '403', 'subsequent']"
8,19,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T10:24:11:456+0200,54,ngl-lib_NglController,ProcessV2Profile: request id: 137 api: 12 call-status: 110 profile-status: 403 sequence: subsequent workflow?: yes spinner?: no,ProcessV2Profile: request id: <*> api: <*> call-status: <*> profile-status: <*> sequence: <*> workflow?: <*> spinner?: <*>,"['137', '12', '110', '403', 'subsequent', 'yes', 'no']"
8,20,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T10:24:11:456+0200,55,ngl-lib_NglController,ProcessV2Profile: Subsequent profile failure: existing profile status 403,ProcessV2Profile: Subsequent profile failure: existing profile status <*>,['403']
8,21,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T11:24:09:399+0200,23,ngl-lib_NglController,GetRefreshProfile: invoked with initial result: none & GetProfile type: 0,GetRefreshProfile: invoked with initial result: <*> & GetProfile type: <*>,"['none', '0']"
9,1,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T11:24:09:400+0200,6,ngl-lib_NglController,ExecuteRequest: request id: 138 api: 12 data?: no workflow?: no,ExecuteRequest: request id: <*> api: <*> data?: <*> workflow?: no,"['138', '12', 'no']"
9,2,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T11:24:09:428+0200,57,ngl-lib_DataStorage,SaveToStorageImpl: New note created,SaveToStorageImpl: New note created,[]
9,3,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T11:24:09:445+0200,42,ngl-lib_SPVerifier,IsValidSignedProfile: Signature verification success,IsValidSignedProfile: Signature verification success,[]
9,4,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T11:24:09:451+0200,8,ngl-lib_COPWebAPIConnector,Fetching Information for User : Req-Id-dd040037-c919-4de1-904c-9771c22fdfc1,Fetching Information for User : <*>,['Req-Id-dd040037-c919-4de1-904c-9771c22fdfc1']
9,5,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T11:24:09:451+0200,58,ngl-lib_HttpRestConnectorForPost,SendHttpRequestSync: Post Request about to start,SendHttpRequestSync: Post Request about to start,[]
9,6,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T11:24:09:451+0200,60,ngl-lib_HTTPRequestMac,SendHttpRequestSyncInternal: Calling endpoint https://lcs-cops.adobe.io/asnp/unlicensed/v1,SendHttpRequestSyncInternal: Calling endpoint <*>,['https://lcs-cops.adobe.io/asnp/unlicensed/v1']
9,7,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T11:24:10:190+0200,56,ngl-lib_HttpRequestDelegate,Received Response with status 204,Received Response with status <*>,['204']
9,8,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T11:24:10:190+0200,28,ngl-lib_HttpRequestDelegate,Got empty response,Got empty response,[]
9,9,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T11:24:10:191+0200,59,ngl-lib_HttpRestConnectorForPost,SendHttpRequestSync: Post Request complete,SendHttpRequestSync: Post Request complete,[]
9,10,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T11:24:10:191+0200,10,ngl-lib_NUSecureProfileFetcher ErrorID=COPRetrieverStatus:13,GetAuthenticatedProfile : Failed to fetch ASNP,GetAuthenticatedProfile : Failed to fetch ASNP,[]
9,11,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T11:24:10:197+0200,58,ngl-lib_HttpRestConnectorForPost,SendHttpRequestSync: Post Request about to start,SendHttpRequestSync: Post Request about to start,[]
9,12,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T11:24:10:197+0200,60,ngl-lib_HTTPRequestMac,SendHttpRequestSyncInternal: Calling endpoint https://lcs-robs.adobe.io/v1/workflow/error_notification,SendHttpRequestSyncInternal: Calling endpoint <*>,['https://lcs-robs.adobe.io/v1/workflow/error_notification']
9,13,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T11:24:10:714+0200,56,ngl-lib_HttpRequestDelegate,Received Response with status 200,Received Response with status <*>,['200']
9,14,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T11:24:10:714+0200,67,ngl-lib_HttpRequestDelegate,URLSessionDataTask didReceiveData 479 bytes,URLSessionDataTask didReceiveData <*> bytes,['479']
9,15,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T11:24:10:714+0200,59,ngl-lib_HttpRestConnectorForPost,SendHttpRequestSync: Post Request complete,SendHttpRequestSync: Post Request complete,[]
9,16,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T11:24:10:714+0200,17,ngl-lib_NglAppLib ErrorID=110,GetLatestNglProfile Status: Unhandled Error,GetLatestNglProfile Status: Unhandled Error,[]
9,17,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T11:24:10:714+0200,54,ngl-lib_NglController,ProcessV2Profile: request id: 138 api: 12 call-status: 110 profile-status: 403 sequence: subsequent workflow?: yes spinner?: no,ProcessV2Profile: request id: <*> api: <*> call-status: <*> profile-status: <*> sequence: <*> workflow?: <*> spinner?: <*>,"['138', '12', '110', '403', 'subsequent', 'yes', 'no']"
9,18,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T11:24:10:714+0200,29,ngl-lib_NglController,HandleV2Response: Cannot handle undefined response (request 138 type 9 status 403 sequence subsequent),HandleV2Response: Cannot handle undefined response (request <*> type <*> status <*> sequence <*>),"['138', '9', '403', 'subsequent']"
9,19,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T11:24:10:714+0200,54,ngl-lib_NglController,ProcessV2Profile: request id: 138 api: 12 call-status: 110 profile-status: 403 sequence: subsequent workflow?: yes spinner?: no,ProcessV2Profile: request id: <*> api: <*> call-status: <*> profile-status: <*> sequence: <*> workflow?: <*> spinner?: <*>,"['138', '12', '110', '403', 'subsequent', 'yes', 'no']"
9,20,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T11:24:10:714+0200,55,ngl-lib_NglController,ProcessV2Profile: Subsequent profile failure: existing profile status 403,ProcessV2Profile: Subsequent profile failure: existing profile status <*>,['403']
9,21,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T12:24:09:294+0200,23,ngl-lib_NglController,GetRefreshProfile: invoked with initial result: none & GetProfile type: 0,GetRefreshProfile: invoked with initial result: <*> & GetProfile type: <*>,"['none', '0']"
10,1,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T12:24:09:298+0200,6,ngl-lib_NglController,ExecuteRequest: request id: 139 api: 12 data?: no workflow?: no,ExecuteRequest: request id: <*> api: <*> data?: <*> workflow?: no,"['139', '12', 'no']"
10,2,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T12:24:09:326+0200,57,ngl-lib_DataStorage,SaveToStorageImpl: New note created,SaveToStorageImpl: New note created,[]
10,3,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T12:24:09:342+0200,42,ngl-lib_SPVerifier,IsValidSignedProfile: Signature verification success,IsValidSignedProfile: Signature verification success,[]
10,4,4733baec-314f-431a-8c90-e493e5d60b6a.1590241250970,2020-06-04T12:24:09:344+0200,8,ngl-lib_COPWebAPIConnector,Fetching Information for User : Req-Id-fc1c6d9b-a4f4-4d3d-89b5-f58b51a309f1,Fetching Information for User : <*>,['Req-Id-fc1c6d9b-a4f4-4d3d-89b5-f58b51a309f1']
